CASE;SERIAL;QUESTNNR;MODE;STARTED;TIME;DAYS;EE02;DD02_01;DD03;DD04_01;DD05;DD05_12;DD06_01;DD06_02;DD07;DD09;DD11;DD10_01;DD10_02;DD10_03;DD10_04;DD10_05;DD10_06;DD10_07;DD10_08;LP02_01;LP03_01;LP03_02;LP05;LP06_01;LP07_01;LP07_02;LP09;LP10_01;LP11_01;LP11_02;LP13;T102_01;T102_02;T102_03;T102_04;T103_01;T103_02;T103_03;T104_01;T104_02;T104_03;T104_04;T105_01;T105_02;T105_03;T106_01;T106_02;T106_03;T107_01;T107_02;T107_03;T107_04;T107_05;T107_06;T107_07;T108_01;T108_02;T108_03;T108_04;T108_05;T108_06;T108_07;T108_08;T108_09;T202_01;T202_02;T202_03;T202_04;T203_01;T203_02;T203_03;T204_01;T204_02;T204_03;T204_04;T205_01;T205_02;T205_03;T206_01;T206_02;T206_03;T207_01;T207_02;T207_03;T207_04;T207_05;T207_06;T207_07;T208_01;T208_02;T208_03;T208_04;T208_05;T208_06;T208_07;T208_08;T208_09;KO01;EM02;EM03;EM04;EV02_01;EV02_02;EV02_03;EV02_04;EV02_05;EV02_06;EV03_01;EV04_01;EV04_02;EV04_03;EV04_04;EV04_05;FA02_01;FA02_02;FA02_03;FA02_04;FA02_05;FA02_06;FA02_07;FA02_08;FA02_09;FA02_10;FA02_11;FA02_12;FA02_13;FA02_14;FA02_15;FA02_16;FA02_17;FA02_18;FA02_19;FA02_20;FA02_21;FA02_22;FA02_23;FA02_24;FA02_25;FA02_26;FA02_27;FA02_28;FA02_29;FA02_30;FA02_31;FA02_32;FA02_33;FA02_34;FA02_35;FA02_36;FA02_37;PT02;PT03_01;PT04;PT05_01;PT06;PT07_01;LZ02_01;LZ03_01;LZ04_01;ZE02_01;ZE03_01;PL01_01;PL02_01;SM02_01;SM02_02;SM02_03;SE01_03;TE_Bel_1;TE_Bel_2;TE_Bel_3;TE_Bel_4;TE_Bel_5;TE_Bel_6;TE03_01;TE04_01;TE05_01;TE06_01;TE07_01;TE08_01;TE09_01;TE10_01;TE11_01;TE12_01;TE13_01;TE14_01;TE15_01;TE16;TE17_01;AI01_pts;AI01_rgs;AI01_01;AI02_01;AI06_01;AI12_01;AV02_01;AV02_02;AV02_03;AV02_04;AV02_05;AV03_01;AV03_02;AV03_03;AV03_04;AV03_05;AV04_01;AV04_02;AV04_03;AV05_01;AV05_02;AV05_03;AV05_04;AV06_01;AV06_02;AV06_03;AV07_01;AV07_02;AV07_03;AV07_04;AV09_01;AV09_02;AV09_03;AV10_01;AV10_02;AV10_03;FINISHED;LASTPAGE;MAXPAGE;MISSING;MISSREL;TIME_RSI;DEG_TIME
5174;DA181897;TA06;interview;01.02.2021 09:46;LP_T22;22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Statistik Punkte 1-4 durcharbeiten
Tutorium";3;4;1h 30min;4h;4;"10-11 Karteikarten
11-12 Varianz, z-standardisierung, Boxplot
16-18 Tutorium
18-19 Nachbereitung/Lernen";4;2;6;3;4;4;1;3;1;4;4;3h;1h 30min;3;3;5;3;2;2;-1;mich mehr an Plan halten;2;3;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;16;16;0;0;0.59;0
5175;SS198481;TA;interview;01.02.2021 09:51;LP_T22;22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Aufgaben Tutorium erledigen, Teilnahme Tutorium, einen neuen Inhalt lernen, Gelerntes wiederholen;5;5;1h30min;6h;4;"10.15-11.45 Seminar,
12.00-15.00 lernen & Gelerntes wiederholen
15.00-16.00 Aufgaben Tutorium
16.00-18.00 Tutorium ";5;3;3;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;11;11;0;0;0.96;9
5176;KZ623294;TA06;interview;01.02.2021 09:53;LP_T22;22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Textinhalte Grundbegriffe der EW wiederholen 
Vorlesungen Sprache der EW und Grundbegriffe der EW 1 lernen ";5;4;1h 30min;6h;5;"Wiederholen der Textinhalte 
Besuch Seminar Grundbegriffe EW 
Wiederholen der restlichen Textinhalte 
Lernen der Vorlesungen";4;4;6;5;5;1;1;2;3;2;5;1h;6h;4;4;5;4;4;3;4;;4;2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;16;16;3;3;0.98;6
5177;YC888437;TA06;interview;01.02.2021 09:54;LP_T22;22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Selbststudium und Vorlesungen bearbeiten ;6;5;2h;4h;6;Vorlesungen bearbeiten ;5;5;4;5;5;4;1;1;1;1;6;2h;4h;6;1;5;6;5;1;6;Selbststudium ;2;2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;16;16;0;0;0.98;7
5178;NK144173;TA06;interview;01.02.2021 09:55;LP_T22;22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ich werde an meiner Vorlesung konzentriert teilnehmen und für meine Klausuren lernen.;5;6;1h 30min;6h;5;Ich werde Vormittags an meiner Vorlesung teilnehmen und danach bis ich zur Arbeit muss für meine Klausuren lernen. Nach der Arbeit werde ich mir das gelernte noch einmal anschauen und wiederholen.;4;4;4;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;5;5;0;0;0.95;5
5179;FX545495;TA;interview;01.02.2021 10:00;LP_T22;22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;alle meine Vorlesungen und Seminare bearbeiten und hinter mich bringen. Dann Wiederholung Entwicklungspsychologie!;4;6;1h30;4-5h;5;heute morgen das Tutorium Statistik, danach Entwicklungspsychologie d Kindheit bearbeiten. Etwas essen, einkaufen. Danach Allgemeine Sonderpädagogik Vorlesung machen danach Wiederholung Klausur Entwicklungspsychologie;2;3;6;3;5;5;1;1;1;1;5;1h30;4h;5;2;6;6;5;6;5;weiter so;6;6;1;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;19;19;0;0;0.91;4
5180;AN458214;TA;interview;01.02.2021 10:04;LP_T22;22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Vorlesungen anschauen und lernen ;6;6;3h;3h;1;-;4;4;4;4;4;4;1;1;5;1;3;3h;0h;-1;3;1;1;1;3;-1;Lernen ;1;1;1;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;19;19;0;0;01. Jul;41
5181;UB531682;TA06;interview;01.02.2021 10:04;LP_T22;22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-9;-9;0;0;1;;1;1;3;1;1;1;1;-9;4;1;-1;30min;30min;-1;6;1;-9;1;-9;-1;;1;1;2;;;;;;;Das video hat nicht geladen.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;16;16;25;25;Jan 57;67
5182;RW164757;TA06;interview;01.02.2021 10:05;LP_T22;22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Ich werde an der Klausurvorbereitung teilnehmen und im Anschluss lernen. 

Ich habe gestern Abend (31.01.) den Lernplaner ausgefüllt, allerdings erst heute morgen bemerkt, dass ich es vergessen habe abzuschicken. Es kam dennoch die Meldung, dass meine Antworten gespeichert worden. ";5;5;1h;4h;3;Ich werde um 10:15 an der Online Klausurvorbereitung für meine erste Prüfung teilnehmen. Ich schätze, dass das etwa eine Stunde bis 1h 30min dauern wird. Im Anschluss, also gegen 11:30, werde ich anfangen zu lernen. Ich lerne für zwei Stunden und werde danach eine Stunde Pause machen. Gegen 14:30 werde ich wieder mit Lernen weiter machen und erneut für 2h lernen. Somit sollte mein Studientag gegen 16:30 beendet sein.;5;4;4;5;4;1;1;2;5;1;4;1h;2h;5;4;4;4;4;4;4;Ich werde morgens an einer Präsenzvorlesung teilnehmen und für die Prüfungen lernen.;4;5;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;16;16;0;0;0.88;4
5183;YF233344;TA06;interview;01.02.2021 10:06;LP_T22;22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Zusammenfassen von Forschungsmethoden und allgemeine;5;5;3h;7h;1;;4;4;4;3;6;5;1;1;1;1;3;3h;6h;1;4;6;1;3;1;-1;;1;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;16;16;6;6;0.83;1
5184;YM644361;TA06;interview;01.02.2021 10:07;LP_T22;22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"-2 Seminare machen
-Einführung Erziehungswissenschaften lernen";5;5;3h 0min;8h;1;"- 1h 30min jeweils Seminar
-8h lernen";1;1;6;4;6;5;1;1;1;1;5;3h;7h;-1;2;5;5;5;2;-1;;1;1;1;;;;;;;#NAME?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;16;16;3;3;0.84;33
5185;LW441239;TA;interview;01.02.2021 10:10;LP_T22;22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Zusammenfassung LW beenden;5;6;4h30;5h;6;"10.15-11.45 VL EP
12.15-13.45 Latein I
14.15-15.45 VL Philosophie 
16.15-17.15 Zusammenfassung EP
18.00 Zusammenfassung LW";6;4;3;6;6;6;1;1;1;1;1;4h30;5h;5;1;6;6;2;1;1;Zusammenfassungen LW beenden;2;2;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;19;19;0;0;0.97;7
5186;UX896743;TA06;interview;01.02.2021 10:12;LP_T22;22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;#NAME?;5;5;4h;4h;1;-;5;5;1;5;5;3;1;1;1;1;4;4h;4h;-1;1;5;5;5;2;5;#NAME?;1;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;16;16;0;0;01. Feb;14
5187;GR441237;TA;interview;01.02.2021 10:13;LP_T22;22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Keine;5;1;2h;2h;1;Keinen;5;5;1;5;2;2;1;1;1;1;-1;2h;3h;-1;1;5;5;5;5;-1;Keinen;5;5;1;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;19;19;0;0;Jan 44;28
5188;PQ466859;TA06;interview;01.02.2021 10:14;LP_T22;22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Testklausuren;6;2;0h;1h;5;Bis 13 Uhr alles erledigen ;5;3;4;6;5;2;1;2;3;2;6;0h;1h;6;1;6;6;6;6;-1;Keinen Vorsatz;5;5;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;12;12;0;0;Jan 61;31
5189;FL283383;TA;interview;01.02.2021 10:15;LP_T22;22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;#NAME?;5;5;1h;4h;4;"-8:30 Uhr Entwicklungspsychologie Vorlesung
-10:15 Uhr Weiterbildung
-12:00 Uhr Entwicklungspsychologie lernen 
-15:00 Uhr Sonderpädagogik Vorlesung";4;4;4;5;5;2;1;1;1;1;5;30min;4h;5;2;4;5;5;1;5;Motiviert sein;3;1;1;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;19;19;0;0;Jan 79;70
5190;QR394599;TA;interview;01.02.2021 10:17;LP_T22;22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;#NAME?;5;6;0h;7h;6;#NAME?;6;6;1;4;6;1;1;1;1;1;5;0h;6h;4;3;5;5;5;4;6;#NAME?;3;4;1;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;19;19;0;0;Jan 32;23
5191;AW495873;TA06;interview;01.02.2021 10:17;LP_T22;22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Karteikarten lernen;5;4;3h;3h;1;-;1;1;6;4;3;4;1;2;1;3;3;3h;30 min;-1;3;4;4;3;1;-1;-;1;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;13;13;0;0;Jan 15;15
5192;LE844374;TA;interview;01.02.2021 10:21;LP_T22;22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;#NAME?;6;4;1h30;Ca. 5h;5;"10:30 - 11:45 Statistik (1h15)
12:20- 13:45 Statistik (2h5min -> mit kleinen Pausen) 
14:15- 15:30 Seminar 
16:15 - 17 Uhr Statistik (45min)
17:30 - 18:15 Statistik (45min)
19:00- 20:30 Uhr Forschungsmethoden ";5;6;6;6;5;3;1;2;2;1;5;1h30;5h;6;2;6;5;4;6;5;Für die Probeklausuren vorbereiten ;6;6;1;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;19;19;0;0;0.76;3
5193;VZ398246;TA;interview;01.02.2021 10:21;LP_T22;22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"-An 2 Präsenzveranstaltungen teilnehmen
-Mit der Lerngruppe Praktische Philo lernen
-Probeklausur prakti. Philo";4;5;3h;4h;5;"12:15-13:45: Vorlesung Logik
14:15-15:45: Seminar Kognition
17-18:30/19:00: Probeklasur Prakt. Philo
ab 19:00 Lerngruppentreffen";5;5;5;5;4;3;1;2;3;1;4;1h 30 min;3h;4;2;5;5;4;5;5;früh aufstehen, wochenplan machen;4;4;1;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;19;19;0;0;0.93;3
5194;YL695788;TA;interview;01.02.2021 10:23;LP_T22;22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;#NAME?;6;4;3h 0 min;3h 0 min;6;"- weiteres Lernen für die Prüfungen, da diese Woche anstehen
- ab heute genauer auf Kommunikationswissenschaften eingehen, da diese die erste Prüfung ist, welche ansteht";6;6;1;6;4;4;1;1;1;1;6;2h 30 min;3h 15 min;6;6;6;6;6;5;6;#NAME?;5;4;1;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;19;19;0;0;0.86;6
5195;LP893358;TA06;interview;01.02.2021 10:29;LP_T22;22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Entwicklungspsychologie Vorlesung durchgehen, dann Forschungsmethoden Vorlesung auf Karteikarten;4;5;0h;5h;4;Entwicklungspsychologie Vorlesung durchgehen, dann Forschungsmethoden Vorlesung auf Karteikarten;3;3;5;5;5;1;1;1;1;1;5;0h;4h;4;2;4;4;4;2;4;Testklausuren machen, Forschungsmethoden Vorlesung bearbeiten;1;1;1;;;;;;;ich bin nicht Zuhause und auf dem Rechner meines Freundes steht `diese Audiodatei wird nicht unterstützt´;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;16;16;0;0;01. Aug;25
5196;EP831244;TA06;interview;01.02.2021 10:30;LP_T22;22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Entwicklungspsychologie 
Allgemeine Sonderpädagogik 
Mind map Forschungsmethoden ";5;5;0h;7h;4;Workout;3;3;5;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;5;5;0;0;Jan 14;17
5197;DT637117;TA06;interview;01.02.2021 10:30;LP_T22;22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;neues Video zu Entwicklungspsychologie schauen, alte Folien zu Entwicklungspsychologie wiederholen, alte Folien zu Einführung in die EW wiederholen;6;5;0h 0min;5h 30min;3;Studium;1;1;6;4;4;1;1;1;1;1;6;0h 0min;5h 5min;4;1;5;5;5;4;6;Pausen einlegen;1;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;16;16;0;0;0.91;5
5198;UY881832;TA06;interview;01.02.2021 10:35;LP_T22;22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"SoWi Vorlesung
Allgemeinpsycho Tutorium";6;4;1h 30min;2h 15min;4;Mal sehen, ob ich noch Forschungsmethoden schaffe;5;6;2;6;2;3;1;4;1;1;3;1h;30min;2;5;4;4;4;1;3;"SoWi oder Statistik VL
SoWi Tutorium vllt
Mikroökonomie vllt";1;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;16;16;0;0;0.89;1
5199;BX289155;TA06;interview;01.02.2021 10:35;LP_T22;22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;- VL 2+3 für EW vertiefen;4;2;0h;2h;2;10:30 - 12:30 lernen.;3;2;6;3;2;1;1;5;1;4;6;0h;1h 30min;4;3;5;4;3;1;-1;Produktiver sein als heute.;2;2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;16;16;0;0;0.84;2
5200;LF961829;TA06;interview;01.02.2021 10:37;LP_T22;22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;vorlesungen nachholen;5;4;1h30;5h;1;ich habe keinen Zeitplan;5;5;2;5;4;2;1;3;1;1;4;1h30;5h;-1;2;5;5;4;4;4;ich habe keinen Vorsatz;3;2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;16;16;3;1;01. Mrz;30
5201;HS785464;TA06;interview;01.02.2021 10:37;LP_T22;22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;#NAME?;6;6;2h;2h;1;;4;4;6;5;4;4;1;1;1;1;6;2h 15min;1h 30min;-1;1;6;6;5;1;6;#NAME?;-9;6;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;16;16;6;6;0.67;1
5202;PA298545;TA;interview;01.02.2021 10:38;LP_T22;22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Das aufholen und austauschen über lerninhalte;4;4;0 min;7h;6;"1h - experimentelle Designs
4h - Kommunikation
2h - Austauschen mit Kommilitonin ";4;2;6;4;4;1;1;3;1;1;4;0 min;5h;3;4;3;3;2;4;2;ich verfasse keinen vorsatz;4;3;1;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;18;18;0;0;01. Nov;8
5203;NK367231;TA;interview;01.02.2021 10:38;LP_T22;22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Eine Vorlesung 
FM Testklausur ";5;6;0h;4h;5;Statistik abschließen ;5;5;6;5;3;1;1;6;1;1;1;0h;3h 30min;3;3;3;4;5;2;2;konzentration;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;19;19;0;0;0.91;7
5204;QT273771;TA06;interview;01.02.2021 10:41;LP_T22;22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Lernen ;5;5;0h;4h;6;Betsch und Baadte;5;5;5;5;4;1;1;2;1;1;4;0h;3h;2;2;5;4;5;4;4;Vorlesungen und lernen;2;2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;16;16;0;0;01. Aug;16
5205;SN429438;TA06;interview;01.02.2021 10:41;LP_T22;22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"- Ich habe leider gestern (31.01.2021) vergessen Lernplaner auszufüllen!

- Lernzettel
- Tutorium ";5;3;1h 30min;2h;2;"- Tutorium 16-18 Uhr
- davor und danach Lernzettel";5;4;5;5;4;2;1;2;1;3;5;1h 30 min;2h;4;3;6;5;4;2;4;#NAME?;3;4;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;16;16;0;0;0.93;6
