CASE;SERIAL;QUESTNNR;MODE;STARTED;LZ02_01;LZ03_01;LZ04_01;ZE02_01;ZE03_01;PL01_01;PL02_01;SM02_01;SM02_02;SM02_03;SE01_03;TE_Bel_1;TE_Bel_2;TE_Bel_3;TE_Bel_4;TE_Bel_5;TE_Bel_6;TE03_01;TE04_01;TE05_01;TE06_01;TE07_01;TE08_01;TE09_01;TE10_01;TE11_01;TE12_01;TE13_01;TE14_01;TE15_01;TE16;ZG01_CP;ZG01;ZG02_CP;ZG02;ZG03_CP;ZG03;ZG04_CP;ZG04;ZG05_CP;ZG05;AI01_pts;AI01_rgs;AI01_01;AI02_01;AI06_01;AI12_01;TIME001;TIME002;TIME003;TIME004;TIME005;TIME006;TIME007;TIME008;TIME009;TIME010;TIME011;TIME012;TIME013;TIME015;TIME016;TIME_SUM;MAILSENT;LASTDATA;FINISHED;Q_VIEWER;LASTPAGE;MAXPAGE;MISSING;MISSREL;TIME_RSI;DEG_TIME
1643;FH839757;TA01;interview;11.01.2021 10:20;1 1/2 h für Entwicklungspsychologie lernen;5;2;3h;1h 30min;3;Schon Gelerntes durchgehen, mindestens zwei weitere Vorlesungen durchlesen und beginnen zu lernen;2;2;5;5;4;2;1;3;1;1;1;1h 30min;0 min;1;6;1;1;1;1;1;besser lernen;1;6;2;13;4;8;4;18;3;12;5;9;5;;;;;;;14;80;296;18;11;35395;2049;42;41;123;113;5;7;17;5;681;11.01.2021 06:00;11.01.2021 20:57;1;0;16;16;3;1;0.68;36
1644;PH647245;TA01;interview;11.01.2021 10:28;#NAME?;6;3;1h 45min;4h;4;"-7.30 Uhr aufstehen
-8.30 Uhr Seminarvorbereitung
-10.15 Seminar
-13.30 VWL Übungen
-17.00 Uhr Freizeit";4;4;3;5;4;3;1;5;1;1;;;;;;;;;;;;;;;13;6;;;2;3;;;;;;;;;;;8084;1514;230;35;10;;20;23;;;;;;;;357;11.01.2021 06:00;11.01.2021 13:14;0;0;8;8;0;0;0.36;0
1645;FL569837;TA01;interview;11.01.2021 10:29;"VL Betsch 2x
VL EP 1x
Statistik 1x";6;3;90 min;240 min;1;"Betsch 
Soos
Betsch
EP
Statistik
";5;5;1;6;5;2;1;4;1;1;5;90 min;240 min;4;6;3;6;6;1;-1;Morgens einen Zeitplan erstellen, in dem ich fest Unikram erledige;5;4;1;13;3;;;2;4;0;2;1;3;;;;;;;7274;74;278;32;19;;3257;92;29;48;89;30;3196;;4;765;11.01.2021 06:00;11.01.2021 14:29;1;0;16;16;0;0;0.38;0
1652;YF233344;TA01;interview;11.01.2021 10:43;#NAME?;6;5;3h;3h;3;"EW Klausur lernen : relevante info raussuchen
zusammenfassen der Vorlesungen und Seminare
                 ";3;3;3;5;5;3;1;2;1;2;2;3h;1h;3;3;2;2;2;1;3;Strenger an den Plan halten;2;3;1;13;6;9;7;3;6;;;3;7;;;;;;;8;77;144;21;10;19436;1628;21;48;85;72;17;;;;450;11.01.2021 06:00;11.01.2021 16:42;0;0;12;12;0;0;0.54;0
1654;SE522452;TA01;interview;11.01.2021 10:50;"-ungefähre planen, an welchen Tagen ich für welches Fach lerne
-beginnen zu lernen";5;3;0h;3h;5;"- 9-10 Uhr lernen 
(danach Studie ausfüllen) und Pause
11-13 Uhr lernen";4;4;3;4;4;1;1;2;1;2;5;0h;4h;6;2;5;5;5;4;6;#NAME?;3;4;1;13;3;9;4;3;5;0;6;1;7;;;;;;;278;78;108;20;13;18534;8;19;19;32;74;26;176;;5;584;11.01.2021 06:00;11.01.2021 16:13;1;0;16;16;0;0;0.69;2
1657;GK826951;TA01;interview;11.01.2021 10:58;#NAME?;6;2;0;6h;5;"- 2h für ein Foliensatz einer Vorlesung
- 2h für den anderen Foliensatz
- 1h Nacharbeiten 
- 1h Aufgaben für die Vorlesung";4;4;3;5;4;1;1;1;4;1;4;0;3h 30min;4;6;3;3;4;4;3;#NAME?;3;5;1;14;4;9;6;17;7;10;1;8;3;;;;;;;15;261;223;30;7;31879;120;57;67;35;87;13;725;;5;733;11.01.2021 06:00;11.01.2021 20:17;1;0;16;16;0;0;0.42;0
1658;HQ159989;TA01;interview;11.01.2021 10:59;Das Ausarbeiten der heutigen Vorlesungen.;5;3;2h;30min;3;"Vorlesung ""Entwicklungspsychologie der Kindheit"" und Sozialpädagogik durcharbeiten";2;2;3;4;5;1;1;1;1;1;-1;1h;1h;-1;5;5;2;4;1;3;an den Aufgaben zu arbeiten die wir bald abgeben müssen ;1;2;1;14;6;9;5;3;5;0;4;2;7;;;;;;;24;75;376;23;10;17922;20;40;49;67;111;29;168;;9;635;11.01.2021 06:00;11.01.2021 16:15;1;0;16;16;0;0;0.46;0
1659;DC443849;TA01;interview;11.01.2021 11:04;"Reader für ,Einführung in die Erziehungswissenschaften´ nacharbeiten und beenden
Heutige Vorlesungen anschauen und nachbearbeiten
Wenn ich noch Zeit habe einen Text von einem Seminar nochmal lesen und zusammenfassen ";5;4;3h;1h 30min;5;"Vorlesung anschauen und nachbearbeiten
am Seminar teilnehmen und mitschreiben
Im Statistik Tutorium das Arbeitsblatt vergleichen und nochmal nacharbeiten, 
Zwischen den Präsenzterminen meine eigenen Studiumsrelevanten Aufgaben machen und nach dem Abnedbrot noch etwas Text zusammenfassen oder meine Stichpunkte unterstreichen/ markieren ";5;4;2;5;3;3;1;1;2;1;5;4h 30min;5h 30min;5;2;5;4;5;4;-1;"Produktiv sein!! 
Zusätzlich zu den Vorlesungen noch lernen und weiter die Themen für die Klausur aufarbeiten";3;4;1;14;1;9;4;18;7;12;7;9;4;;;;;;;17;234;306;25;14;33870;17;26;131;41;106;22;166;;2;826;11.01.2021 06:00;11.01.2021 20:47;1;0;16;16;0;0;0.53;2
1660;PZ846199;TA01;interview;11.01.2021 11:17;Sitzungen nachholen, welche ich aus verschiedenen Gründen nicht rechtzeitig bearbeiten konnte.;6;2;2h;3h;3;Sobald ich von der Arbeit zurück bin, werde ich am Laptop 2 Online Vorlesungen in Videoform nachholen und bearbeiten.;2;3;5;6;5;2;6;1;1;2;6;1h 30min;2h;-1;4;3;5;4;1;5;Wichtige Dinge am Haus/Auto erledigen;4;6;1;14;5;9;2;16;6;9;6;7;4;;;;;;;5;523;134;17;4;28867;9;18;33;249;68;5;171;7;3;556;11.01.2021 06:00;11.01.2021 19:39;1;0;16;16;3;1;0.86;5
1662;RQ233693;TA01;interview;11.01.2021 11:27;Weiterarbeiten an der Abschlussarbeit bei Frau Best. Bestmöglich alle Literaturangaben zu finden.;5;4;0 min;1h 30min;3;1 1/2h Zeit in die Abschlussarbeit investieren, bevor ich zur Arbeit muss.;3;3;5;4;2;1;6;2;1;1;1;0min;20min;1;6;1;2;1;1;1;"-Vorlesung nachholen, die ich heute nicht verfolgen konnte, weil ich arbeiten musste
-Statistik Vorlesung
-wenn noch genügend Zeit ist: Weiter an der Abschlussarbeit schreiben";2;5;2;14;1;9;2;21;7;13;6;9;4;;;;;;;48;69;151;19;9;41274;5;28;38;28;193;24;199;;5;629;11.01.2021 06:00;11.01.2021 23:08;1;0;16;16;0;0;0.63;1
1664;SN429438;TA01;interview;11.01.2021 11:32;#NAME?;5;3;1h 30min;3h 30min;3;"- Arbeitsblatt Tutorium und Text lesen bis 12:30 Uhr 
- Vorlesung ca. 14-16 Uhr 
- Tutorium 16-18 Uhr ";5;4;2;4;4;2;1;2;1;1;5;1h 30 min;2h 30min;3;5;5;4;4;4;5;"- noch ein bisschen mehr machen 
- Statistikvorlesung!";5;5;1;14;6;9;5;21;3;14;4;9;4;;;;;;;20;174;321;17;9;41138;15;38;55;42;80;20;169;;4;725;11.01.2021 06:00;11.01.2021 23:14;1;0;16;16;0;0;0.53;0
1665;PY333941;TA01;interview;11.01.2021 11:34;"Allgemeinpsychologie - Zusammenfassung weiterarbeiten
eventuell schon vorhandene online Vorlesungen für die Woche vorarbeiten";6;2;0h;5h;3;Heute habe ich keine im Plan stehenden Vorlesung (synchron und asynchron), deshalb nutze ich die Zeit um vor- oder zusammenfassend, also auf die Prüfungen vorbereitend, zu arbeiten. Daneben habe ich heute aber auch noch Dinge wie Einkaufen oder Spazieren gehen vor.;5;4;1;6;2;1;2;1;1;1;-1;0,5h;4h;-1;1;5;5;5;4;-1;Mach genauso weiter.;1;1;1;14;3;9;6;17;1;9;7;8;7;;;;;;;17;76;177;22;12;29550;15;46;61;42;46;17;277;;4;812;11.01.2021 06:00;11.01.2021 20:00;1;0;16;16;0;0;0.55;0
1666;AN652227;TA01;interview;11.01.2021 11:35;"Fertigstellung der Ausarbeitung für ""Einführung in die allgemeine Sonderpädagogik""
Arbeiten an dem Vortrag für ""Deutschdidaktik""
Wochenaufgabe ""Deutschdidaktik""";4;4;1h30min;4h;2;"Zunächst konzentriere ich mich auf die Ausarbeitung. Da bin ich schon relativ weit.
Dann erledige ich die Wochenaufgabe. Je nach Zeit und Motivation arbeite ich an dem Vortrag weiter. Vielleicht strukturiere ich ihn ein bisschen besser. Eventuell fange ich schon mit Lernzetteln für ""Entwicklungspsychologie der Kindheit"" an.";4;3;4;2;4;1;1;1;1;1;3;0h;4h30h;-1;3;4;2;2;1;4;Konzentrierter bei der Sache sein und sich nicht ablenken lassen.;4;5;1;14;7;9;2;18;5;12;7;9;5;;;;;;;16;124;210;26;9;32386;6;26;66;41;112;4;169;;3;812;11.01.2021 06:00;11.01.2021 20:48;1;0;16;16;0;0;0.66;0
1669;UX157641;TA01;interview;11.01.2021 11:47;"Für die Klausur in ""Pädagogische Epochen und ihre Hauptvertreter"" lernen. Beginnend mit den ersten beiden Lesungen mit eventuellen Ergänzungen/Erweiterungen bei Sinneslücken.";6;3;1h 30min;1h;6;"Vormittags: 30 Minuten den Inhalt der ersten zwei Lesungen wiederholen und lernen

Nachmittags: Versuchen Gelerntes wiederzugeben und wenn notwendig Vergessenes wiederholen 
und nochmals lernen. (ca. 30 Minuten)";5;5;2;5;3;2;1;4;1;1;6;1h 45min;1h 30min;6;1;4;4;5;5;6;Genauso motiviert bleiben und mich an eine andere Thematik ransetzen, um Abwechslung zu schaffen;6;6;1;15;3;9;6;2;2;1;2;2;4;;;;;;;21;176;200;23;10;12061;4637;34;59;39;97;665;167;;4;840;11.01.2021 06:00;11.01.2021 16:51;1;0;16;16;0;0;0.47;0
1670;KK624795;TA01;interview;11.01.2021 11:51;"Eine Vorlesung Forschungsmethoden
Ein Übungsblatt Zahlentheorie
eventuell. Beginn einer Vorlesungspsychologie";4;5;0;solang ich brauche 2-4 Stunden;2;Erst Forschungsmethoden, dann Mathe, dann vielleicht noch Entwicklungspsychologie;4;4;4;3;6;1;1;1;3;5;4;0;1h30;3;5;4;2;2;1;-1;"1 vorlesung forschungsmethoden
Statistik durchsappen
TPZ Übung anschauen";1;4;1;15;4;9;7;8;4;3;2;4;4;;;;;;;6;129;102;14;7;19771;2;25;34;25;96;11;76;;3;530;11.01.2021 06:00;11.01.2021 17:30;1;0;16;16;0;0;01. Mai;13
1674;VK722412;TA01;interview;11.01.2021 12:00;- Statistikvorlesungen aufholen, mitschreiben, Hefter / Ordner vervollständigen ;6;2;1h30min;4h;1;#NAME?;5;2;5;5;1;1;1;4;1;1;2;1h30min;4;2;5;2;2;3;1;2;- überprüfen, welche Vorlesungen / Materialien / Aufgaben noch offen sind und diese anschließend soweit es möglich ist zu erledigen beziehungsweise anzufangen;1;3;1;15;7;9;5;21;4;14;7;10;6;;;;;;;26;57;224;22;10;41747;13;16;27;35;102;12;211;25;6;786;11.01.2021 06:00;11.01.2021 23:49;1;0;16;16;3;1;0.63;1
1676;KY245171;TA01;interview;11.01.2021 12:09;Ich möchte eine verpasste Vorlesung nachholen und meine Unterlagen strukturieren.;6;2;1h 30min;2h 30min;2;Ich habe vor nach meinem Seminar eine Pause zu machen und den Rest des Tages zu nutzen um meine Ziele für heute in Ruhe abzuarbeiten. ;2;3;4;5;3;1;1;1;4;3;5;1h 30min;3h;3;2;2;3;4;4;4;Geduldiger an Sachen herangehen und mehr Leistung erbringen;4;6;1;16;6;;;20;4;13;1;9;1;;;;;;;14;35570;166;18;10;;15;40;30;36;103;21;380;;7;685;11.01.2021 06:00;11.01.2021 22:16;1;0;16;16;0;0;0.48;0
1679;RT652696;TA01;interview;11.01.2021 12:28;"Hebräisch Hausaufgaben
Allgemeine Psychologie VL
Einführung in dir EW VL";5;4;1h30min;5h;4;"Vormittags: Hebräisch, Nachbereitung Hebräisch
Mittags: Allgemeine Psychologie VL
Nachmittags: Einführung EW VL";4;4;5;4;5;3;1;3;2;1;5;1h 30 min;4h;5;1;5;5;4;4;5;Weiter so!;2;2;1;16;1;9;6;17;6;9;7;8;2;;;;;;;20;80;130;18;9;25560;17;58;75;27;45;5;162;;5;613;11.01.2021 06:00;11.01.2021 19:45;1;0;16;16;0;0;0.65;0
1680;UL113513;TA01;interview;11.01.2021 12:28;"- Statistik Aufgaben fertig rechnen 
- Vorlesung Nummer 4 von Statistik schauen 
- Allgemeine Psychologie eine VL schauen 
- Dokumente ausdrucken und sortieren ";5;5;6;4;4;;5;5;3;5;4;5;1;2;1;4;5;6;4;5;2;4;4;5;2;-1;Ich versuche auch wenn es stressig wird bei der Arbeit zu bleiben und weiche nicht auf Tik Tok oder Instagram aus, weil ich überfordert bin und einen Ausgleich suche, sondern stelle mich den Anfroderungen.;2;5;1;16;4;9;2;12;6;13;4;5;7;;;;;;;9;49;48;9;3;19979;391;20;14;15;95;10;14845;;2;449;11.01.2021 06:00;11.01.2021 22:20;1;0;16;16;3;3;01. Aug;17
1687;LB318186;TA01;interview;11.01.2021 13:01;"Vorlesung machen
lernen anfangen

sport zur Ablenkung";6;4;0;3h00min;5;zuerst die Vorlesung hinter mich bringen, damit ich dann den Rest des Tages lernen kann. Außerdem Zeit für mich habe (Sport, einkaufen, kochen);3;3;4;6;4;1;1;4;1;6;5;0;3h30min;6;3;3;5;4;2;4;Viel uni machen, aber es nicht übertreiben;2;4;1;17;7;9;4;9;7;4;4;5;4;;;;;;;40;40;117;17;10;16144;331;423;26;66;57;106;161;;4;534;11.01.2021 06:00;11.01.2021 17:53;1;0;16;16;0;0;0.6;2
1689;FE929218;TA01;interview;11.01.2021 13:05;"Seminar emotionale und soziale Entwicklung
Beginn mit der Aufgabe für Seminar Spezielle Entwicklungspsychologische Aspekte des Lehrens und Lernens";6;4;1h;30min;5;"ich beginne mit dem Seminar für emotionale und soziale Entwicklung
danach die Literatur für das sEminar entwicklungspsychologische Aspekte des Lehrens und Lernens lesen, dnach mit den Aufgaben beginnen
";4;4;2;5;4;1;1;5;1;2;5;0h;2h;4;2;4;4;5;2;-1;Ich möchte einige Aufgaben schaffen und beginnen verpasste Vorlesungen nach zuarbeiten;4;4;1;19;5;9;5;17;2;9;5;8;5;;;;;;;14;115;198;16;9;23575;7;66;78;41;119;14;164;;3;798;11.01.2021 06:00;11.01.2021 19:52;1;0;16;16;0;0;0.59;0
1694;ZX875265;TA01;interview;11.01.2021 13:33;Vor- und Nachbereitung der Seminare und Vertiefen der Inhalte ;6;5;4h 30min;1h 30min;5;Zwischen den einzelnen Seminaren eine kleine Pause zum durchatmen machen ;4;3;5;5;;;;;;;;;;;;;;;;;;;;;19;7;10;3;;;;;;;;;;;;;7;40;117;12;4;;;;;;;;;;;180;11.01.2021 06:00;11.01.2021 13:36;0;0;5;5;0;0;01. Sep;9
1695;NK144173;TA01;interview;11.01.2021 13:35;"Vorlesung Grundbegriffe nachbearbeiten.
Allgemein Psychologische Grundlagen (Vorlesung bearbeiten von letzter Woche)
Für Klausur: Einführung in die Erziehungswissenschaft lernen.";5;4;3h;3h;5;"Ich werde 1h 30min für Allgemein Psychologische Grundlagen einplanen (Vorlesung bearbeiten)
Weitere 1h 30min plane ich für die Vorlesung Grundbegriffe der Erziehungswissenschaft ein.
3h werde ich mir für die Klausur im Februar über die Einführung in die Erziehungswissenschaft einplanen.
";3;3;4;4;3;3;1;1;4;2;3;3h;1h;3;5;4;4;2;3;3;zielstrebiger, fokusierter und noch konzentrierter an die Aufgaben die ich mir vornehme heranzugehen. ;4;5;1;20;1;11;4;12;7;5;4;5;7;;;;;;;17;117;233;24;8;15410;8;31;41;26;88;25;177;;7;802;11.01.2021 06:00;11.01.2021 18:05;1;0;16;16;0;0;0.58;0
1696;XY662821;TA01;interview;11.01.2021 13:36;Ich möchte aufmerksam an meinen Live-Seminaren teilnehmen und mich vor Beginn nochmals mithilfe der breitgestellten Materialien auf diese vorbereiten.;6;4;2h 30min;1h;5;"Vor Beginn jedes Online-Meetings jeweils mindestens 30 Minuten Vorbereitung.
Nach Beendigung der Online-Meetings jeweils weitere 30 Minuten Nachbereitung.";3;3;4;5;2;5;1;6;1;2;4;3h;1h;3;1;3;3;3;2;-1;Konzentriert bei der Online-Vorlesung und der asynchronen Vorlesung mitarbeiten.;4;4;1;20;2;11;4;11;1;4;4;5;5;;;;;;;12;100;189;16;11;14939;13;25;49;42;110;13;168;;3;751;11.01.2021 06:00;11.01.2021 17:57;1;0;16;16;0;0;0.61;0
1697;VC376826;TA01;interview;11.01.2021 13:38;"- Arbeitsblatt 7 in Mathe bearbeiten
- bereits gelerntes in Forschungsmethoden und allg. Psychologie wiederholen
- neuste Vorlesung in Forschungsmethoden bearbeiten";5;5;2h;7h;3;zuerst lernen, dann Vorlesungen bearbeiten;4;3;5;4;6;2;1;1;1;1;4;2h;6h (bis jetzt);3;1;3;3;2;4;-1;#NAME?;4;4;1;20;3;11;3;22;7;14;6;11;3;;;;;;;43;559;148;40;11;41442;9;26;67;32;94;13;74;24;4;576;11.01.2021 06:00;12.01.2021 01:28;1;0;16;16;3;1;0.62;5
1699;DM159531;TA01;interview;11.01.2021 13:41;"- Meine Aufzeichnungen für die Prüfungsrelevanten Kurse zu ergänzen durch die Vorlesungen 
- einen Überblick schaffen, was ich die Woche noch schaffen muss 
- meine Aufgaben für die anderen Kurse/ Vorlesungen anfangen zu erledigen ";4;4;2h 30min ;6h ;4;"- Anfangen mit den Aufgaben die am meisten Zeit verbrauchen 
- dann übergehen zu den Aufgaben die schneller zu erledigen sind um motivation zu erhalten 
- zwischendurch kleine Pausen 
- Die großen Aufgaben bis zum Mittag fertig haben , dann Mittagspause und danach weitermachen ";4;4;5;5;4;4;1;2;1;2;5;5h 30min;2h ;5;2;6;5;6;3;5;#NAME?;4;6;1;20;1;11;1;12;1;6;2;5;1;;;;;;;21;121;289;19;11;15202;8;28;42;28;93;19;317;9;4;861;11.01.2021 06:00;11.01.2021 18:11;1;0;16;16;3;1;0.61;1
1703;BX289155;TA01;interview;11.01.2021 13:57;#NAME?;6;2;0;4;3;Ich habe mir nichts konkretes überlegt.;3;3;3;5;2;1;1;5;1;1;3;0;3h 15min;-1;5;1;1;2;1;-1;Produktiver sein als heute!;4;2;1;20;4;12;3;4;7;4;7;5;2;;;;;;;103;188;112;18;7;7784;6;6075;78;44;60;18;162;;;719;11.01.2021 06:00;11.01.2021 18:01;0;0;13;13;0;0;0.55;0
1704;VB488197;TA01;interview;11.01.2021 13:59;Tutorien/Kongnition Folien in Karteikarten umwandeln + 1-2 mal durchgehen.;6;3;3h;2h;4;"- Vormittag studienfreie Zeit
-Mittag- Nachmittag  Vorlesungen/Tutorien
- 2-3 danach Freizeit
- Lernen bis Tagesgesetzte Ziele erreicht";4;5;2;3;3;4;3;3;1;3;5;3h;2h;6;1;5;3;2;1;5;Erledige alle deine Aufgaben in einem Schwubs oder vielleicht auch zweien;1;5;1;20;1;12;4;18;5;12;2;9;2;;;;;;;10;52;131;11;5;24466;14;35;27;38;72;13;171;;4;583;11.01.2021 06:00;11.01.2021 20:57;1;0;16;16;0;0;0.77;2
1705;DT637117;TA01;interview;11.01.2021 14:03;"mir das neue Vorlesungsvideo ""Entwicklungspsychologie der Kindheit"" anzuschauen, die Vorlesungfolien ""Entwicklungspsychologie der Kindheit"" von letzter Woche zu wiederholen, auch Folien ""Einführung in EW"" von letzter Woche zu wiederholen";6;4;1h 30min;4h 30min;5;"mir das neue Vorlesungsvideo ""Entwicklungspsychologie der Kindheit"" anzuschauen, die Vorlesungfolien ""Entwicklungspsychologie der Kindheit"" von letzter Woche zu wiederholen, auch Folien ""Einführung in EW"" von letzter Woche zu wiederholen, Präsenz Tutorium Statistik I";5;3;4;4;4;1;1;4;3;1;6;1h 30min;5h 30min;5;1;5;5;6;2;-1;Nichts aufschieben, nicht viel zu viel für einen Tag planen, Pausen einlegen wenn nötig;4;5;1;20;6;13;2;18;7;12;2;9;2;;;;;;;29;376;271;29;14;22978;20;43;156;106;214;42;174;;6;748;11.01.2021 06:00;11.01.2021 20:50;1;0;16;16;0;0;0.34;0
1709;SP553518;TA01;interview;11.01.2021 14:32;"2 Vorlesungen aufholen
die Übungen zum Statistik Tutorium machen
Statistik Live Übung zu z-Tabelle machen";5;3;1h30min;3h;3;"9h bis 13h Arbeit
15h bis 16h Regression 2 aufholen
16h15 bis 17h45 live Statistik Übung
18h bis ca. 19h30min EW Einführung aufholen
dann wenn ich es noch schaffe die Aufgaben zum Statistik Tutorium";5;5;2;5;4;3;4;2;1;1;6;1h30min;2h30min;4;3;4;4;5;3;6;Arbeit und Uni gut zu machen und in der Uni einen überblick zu den MP machen;5;3;1;20;1;13;3;18;3;10;4;8;7;;;;;;;15;80;255;13;10;20382;7;41;57;30;96;18;178;;4;804;11.01.2021 06:00;11.01.2021 20:25;1;0;16;16;0;0;0.62;0
1710;SE762113;TA01;interview;11.01.2021 14:41;Statistik anschauen und Themen wiederholen;6;3;2h;1-2h;3;"Statistik weitermachen, wo ich aufgehört habe.
Wenn Motivation übrig bleibt Themenzusammenstellung für Elektrotechnik machen";4;3;4;5;2;2;1;3;1;1;4;2;1h;4;3;3;5;3;1;4;Erstmal gucken was kommt, aber auf jeden Fall wieder ein bisschen lernen.;1;1;1;20;3;14;4;9;3;3;1;5;1;;;;;;;3;24;61;13;5;10881;5;23;150;23;92;15;163;;4;459;11.01.2021 06:00;11.01.2021 17:52;1;0;16;16;0;0;01. Jun;12
1724;RW164757;TE01;interview;11.01.2021 16:23;;;;;;;;;;;;2;3;4;3;1;1;-1;2h 30min;0min;-1;3;5;5;4;3;-1;Mindestens zwei Stunden konzentriert lernen und möglichst zeitig anfangen.;3;6;1;20;6;;;4;7;;;3;6;;;;;;;7;31;96;48;967;18;163;;;5;;;;;;451;11.01.2021 16:02;11.01.2021 16:45;1;0;10;10;0;0;0.78;2
1726;UT655437;TE01;interview;11.01.2021 16:53;;;;;;;;;;;;2;3;1;2;3;1;4;4h;3h;3;1;3;3;3;1;-1;Ich wiederhole 3 Vorlesungen zur Vertiefung Klausur relevanter Inhalte, in dem ich mir Mind Maps anlege und kartei karten schreibe, abgesehen davon 4H Präsenz unterricht;6;2;1;20;6;;;5;3;;;3;4;;;;;;;9;44;62;39;175;13;167;;;3;;;;;;512;11.01.2021 16:02;11.01.2021 17:02;1;0;10;10;0;0;0.91;1
1727;HS785464;TE01;interview;11.01.2021 16:55;;;;;;;;;;;;3;1;1;1;2;1;2;1h 30 min;0;2;5;4;1;1;3;1;Weitere Folien abschreiben;2;4;1;20;7;;;6;6;;;3;3;;;;;;;14;62;113;57;83;21;198;;;5;;;;;;553;11.01.2021 16:01;11.01.2021 17:05;1;0;10;10;0;0;0.68;0
1728;RV452633;TE01;interview;11.01.2021 16:58;;;;;;;;;;;;1;1;1;1;1;1;1;0;1h20min;-1;1;2;2;1;1;-1;Konzentriert, ohne Ablenkung zu arbeiten ;2;3;1;20;5;;;7;6;;;3;7;;;;;;;3;21;36;19;64;8;162;;;2;;;;;;315;11.01.2021 16:02;11.01.2021 17:04;1;0;10;10;0;0;Jan 73;36
1731;FT477874;TE01;interview;11.01.2021 17:25;;;;;;;;;;;;5;3;1;3;2;2;4;5h;3h;3;4;4;3;3;2;3;früher schlafen gehen;3;4;1;21;1;;;8;2;;;4;3;;;;;;konnte das Video nicht starten;9;31;63;36;50;15;2;;63;2;;;;;;208;11.01.2021 16:01;11.01.2021 17:30;1;0;10;10;0;0;01. Apr;70
1732;NM384333;TE01;interview;11.01.2021 17:47;;;;;;;;;;;;1;1;1;1;1;1;-1;0;0;-1;2;1;1;2;1;-1;#NAME?;1;2;2;21;2;;;10;6;;;5;1;;;;;;;5;50;32;41;106;23;170;;;3;;;;;;430;11.01.2021 16:01;11.01.2021 17:54;1;0;10;10;0;0;01. Jul;10
1735;RH615392;TE01;interview;11.01.2021 19:18;;;;;;;;;;;;3;2;1;2;2;2;3;2h;2h;4;4;3;4;3;3;2;Mindestens eine Stunde mehr arbeiten.;1;1;1;21;6;;;16;2;;;7;3;;;;;;;9;31;58;62;85;25;102;;;4;;;;;;376;11.01.2021 18:33;11.01.2021 19:24;1;0;10;10;0;0;0.94;4
1738;AS223792;TE01;interview;11.01.2021 19:50;;;;;;;;;;;;6;1;1;3;1;3;5;2h 20 min;ca. 4 h;-1;2;4;5;5;1;-1;Weitere Lernblätter schreiben in ;1;1;1;21;1;;;17;2;;;8;2;;;;;;Das Video hat nicht geladen und ich hab auch keinen Zurück-Button gefunden.;24;26;68;39;66;4;47;;169;4;;;;;;263;11.01.2021 16:00;11.01.2021 19:57;1;0;10;10;0;0;Jan 43;35
1745;UB531682;TE01;interview;11.01.2021 21:34;;;;;;;;;;;;5;2;1;1;5;2;1;30 min;0;2;6;1;1;1;1;2;/;1;1;1;21;1;;;20;5;;;9;3;;;;;;Leider läd das Video garnicht erst. Tut mir wirklich leid Ober es erscheint nur weißer Screen und es wird dauerhaft 00:00 sek angezeigt. ;11;120;39;44;112;48;53;;87;577420;;;;;;341;11.01.2021 16:02;18.01.2021 14:07;0;0;10;10;0;0;0.94;16
1747;GZ249864;TA03;interview;12.01.2021 06:34;Am Abend lernen;6;2;0;2;3;Mikro wiederholen;3;4;3;5;2;1;6;1;1;2;2;0h;2h;-1;3;3;2;2;2;2;Morgens anfangen;1;3;1;21;5;14;2;35;2;31;7;17;7;;;;;2;;7;25;60;14;9;52595;17;19;50;71;47;9;377;;5;710;12.01.2021 06:00;12.01.2021 21:22;1;0;16;16;0;0;0.62;2
1749;YM644361;TA03;interview;12.01.2021 07:29;"-alle Präsensveranstaltungen machen
-1. Vorlesung direkt ausarbeiten
-vor Tutorium AB anschauen
-AB Statistik nach Tutorium machen";5;6;ca 6h;ca. 5h;6;-hintereinander weg arbeiten, sonst schaff ich das alles nicht;1;1;6;5;6;6;1;1;1;1;6;ca.4h 15min;6h;6;1;6;5;6;3;3;alles das zu schaffen was ich morgen machen muss;4;4;1;21;4;14;1;31;5;22;1;16;4;;;;;ca 3mal;;43;114;80;18;9;42844;23;34;71;44;64;11;200;;6;678;12.01.2021 06:00;12.01.2021 19:35;1;0;16;16;0;0;0.47;2
1750;ZT573312;TA03;interview;12.01.2021 07:41;2 Vorlesungen durcharbeiten, Notizen von der Vorlesung heute morgen abtippen, Text für das Seminar lesen und bearbeiten ;5;5;2h 30min ;4h ;5;"8:15 - 9:45 = Vorlesung pädagogische Epochen 
danach: Text für das Seminar lesen und bearbeiten 
12:15 - 13:45 = Seminar Grundbegriffe der Erziehungswissenschaft 
danach: Statistik Vorlesung durcharbeiten, Notizen pädagogische Epochen abtippen, anfangen mit der Vorlesung zu Entwicklungspsychologie der Kindheit je nachdem wie viel Uhr ist ";5;5;3;4;6;5;1;4;1;1;5;2h 30min ;4h;5;2;4;5;5;1;-1;Da morgen vorlesungsfrei ist will ich nur 1-2 Vorlesungen und Texte durchgehen und mir sonst ein bisschen Zeit für mich selbst nehmen.;4;4;1;21;4;14;7;23;6;14;6;12;3;;;;;3;;15;149;258;23;7;8203;22;23589;46;38;90;14;128;;3;809;12.01.2021 06:00;12.01.2021 16:44;1;0;16;16;0;0;0.5;5
