;SERIAL;Feedback;TIME;ZEIT;GOAL;gmc_GOALt1
3775;PY378998;1;LP_T29;TE03_01;6;
3776;BX289155;0;LP_T29;TE03_01;6;
3777;VU521743;1;LP_T29;TE03_01;5;
3778;MG848757;0;LP_T29;TE03_01;3;
3779;BF819292;1;LP_T29;TE03_01;6;
3780;LP893358;0;LP_T29;TE03_01;5;
3781;XB482288;0;LP_T29;TE03_01;6;
3783;XY662821;0;LP_T29;TE03_01;6;
3784;WN633269;1;LP_T29;TE03_01;5;
3785;TC332594;1;LP_T29;TE03_01;4;
3786;VY624531;1;LP_T29;TE03_01;5;
3787;FF171956;1;LP_T29;TE03_01;5;
3788;VK722412;0;LP_T29;TE03_01;4;
3789;GA326557;1;LP_T29;TE03_01;5;
3790;YC888437;0;LP_T29;TE03_01;6;
3791;VC376826;0;LP_T29;TE03_01;5;
3792;FE929218;0;LP_T29;TE03_01;3;
3793;LF961829;0;LP_T29;TE03_01;5;
3535;NB497633;1;LP_T28;TE03_01;4;
3536;XV917984;1;LP_T28;TE03_01;6;
3537;KV214531;1;LP_T28;TE03_01;6;
3538;GZ249864;0;LP_T28;TE03_01;4;
3539;XY216464;0;LP_T28;TE03_01;5;
3540;YN129325;0;LP_T28;TE03_01;5;
3541;SW218242;1;LP_T28;TE03_01;5;
3542;NV617537;0;LP_T28;TE03_01;6;
3543;BC191415;0;LP_T28;TE03_01;4;
3544;BG864843;1;LP_T28;TE03_01;6;
3545;PK497634;1;LP_T28;TE03_01;5;
3546;YE632525;1;LP_T28;TE03_01;4;
3547;AK891341;0;LP_T28;TE03_01;4;
3548;FK136917;1;LP_T28;TE03_01;6;
3549;LB318186;0;LP_T28;TE03_01;6;
3550;EL742586;1;LP_T28;TE03_01;5;
3551;VN755488;1;LP_T28;TE03_01;6;
3552;CZ836922;1;LP_T28;TE03_01;5;
3553;ZT573312;0;LP_T28;TE03_01;2;
3554;AE814737;1;LP_T28;TE03_01;5;
3555;XG496891;0;LP_T28;TE03_01;5;
3556;YM644361;0;LP_T28;TE03_01;6;
3557;DC443849;0;LP_T28;TE03_01;4;
3558;QT273771;0;LP_T28;TE03_01;4;
3559;AT424766;0;LP_T28;TE03_01;6;
3560;FL248294;0;LP_T28;TE03_01;5;
3561;RW164757;0;LP_T28;TE03_01;6;
3562;ET745775;0;LP_T28;TE03_01;4;
3563;ME363698;1;LP_T28;TE03_01;4;
3564;ME862665;0;LP_T28;TE03_01;4;
3565;PY378998;1;LP_T28;TE03_01;5;
3566;XK292543;1;LP_T28;TE03_01;4;
3567;PA298545;1;LP_T28;TE03_01;4;
3569;EP831244;0;LP_T28;TE03_01;6;
3570;VR815563;1;LP_T28;TE03_01;6;
3571;BA355797;1;LP_T28;TE03_01;5;
3572;NK144173;0;LP_T28;TE03_01;5;
3573;XA855886;1;LP_T28;TE03_01;6;
3574;SS198481;1;LP_T28;TE03_01;4;
3576;KZ379721;1;LP_T28;TE03_01;4;
3577;XS659581;0;LP_T28;TE03_01;5;
3578;GA326557;1;LP_T28;TE03_01;4;
3579;AP844344;1;LP_T28;TE03_01;6;
3580;DM159531;0;LP_T28;TE03_01;4;
3581;NK367231;1;LP_T28;TE03_01;5;
3582;AH561571;0;LP_T28;TE03_01;6;
3583;PY946565;1;LP_T28;TE03_01;5;
3585;GR441237;1;LP_T28;TE03_01;5;
3586;FX545495;1;LP_T28;TE03_01;6;
3587;VB488197;0;LP_T28;TE03_01;3;
3588;VX588246;1;LP_T28;TE03_01;6;
3589;UR157297;0;LP_T28;TE03_01;2;
3590;CU525786;1;LP_T28;TE03_01;6;
3591;TP544386;1;LP_T28;TE03_01;5;
3592;WG879246;1;LP_T28;TE03_01;1;
3593;WN633269;1;LP_T28;TE03_01;3;
3594;AN458214;1;LP_T28;TE03_01;6;
3595;FL283383;1;LP_T28;TE03_01;5;
3596;DU868473;1;LP_T28;TE03_01;4;
3597;MB259846;0;LP_T28;TE03_01;5;
3598;YF233344;0;LP_T28;TE03_01;4;
3599;WC754144;1;LP_T28;TE03_01;4;
3600;WR312764;1;LP_T28;TE03_01;5;
3601;PK111235;0;LP_T28;TE03_01;3;
3603;SM631877;0;LP_T28;TE03_01;3;
3604;LH578194;1;LP_T28;TE03_01;5;
3605;RH615392;0;LP_T28;TE03_01;5;
3606;RQ233693;0;LP_T28;TE03_01;6;
3607;DT637117;0;LP_T28;TE03_01;6;
3608;XV615413;1;LP_T28;TE03_01;6;
3609;TN749971;1;LP_T28;TE03_01;4;
3610;XZ767591;1;LP_T28;TE03_01;4;
3611;PN821564;0;LP_T28;TE03_01;5;
3612;HS785464;0;LP_T28;TE03_01;5;
3613;FE929218;0;LP_T28;TE03_01;3;
3614;UX896743;0;LP_T28;TE03_01;5;
3615;VZ398246;1;LP_T28;TE03_01;4;
3616;BX289155;0;LP_T28;TE03_01;1;
3617;NM384333;0;LP_T28;TE03_01;5;
3618;YC186467;1;LP_T28;TE03_01;4;
3619;MD787544;1;LP_T28;TE03_01;6;
3620;HQ159989;0;LP_T28;TE03_01;5;
3621;SN429438;0;LP_T28;TE03_01;4;
3623;YL695788;1;LP_T28;TE03_01;6;
3624;AA223798;1;LP_T28;TE03_01;6;
3625;AZ588774;0;LP_T28;TE03_01;3;
3626;PZ846199;0;LP_T28;TE03_01;6;
3627;VU521743;1;LP_T28;TE03_01;5;
3628;TB885956;1;LP_T28;TE03_01;6;
3630;GK826951;0;LP_T28;TE03_01;4;
3631;YW953985;1;LP_T28;TE03_01;6;
3632;GK718459;0;LP_T28;TE03_01;3;
3633;GD335178;1;LP_T28;TE03_01;6;
3634;FH839757;0;LP_T28;TE03_01;2;
3635;EK319924;1;LP_T28;TE03_01;6;
3636;NV651396;1;LP_T28;TE03_01;5;
3637;UY881832;0;LP_T28;TE03_01;4;
3638;UL113513;0;LP_T28;TE03_01;5;
3639;XN198271;1;LP_T28;TE03_01;3;
3640;PH647245;0;LP_T28;TE03_01;5;
3641;XY662821;0;LP_T28;TE03_01;6;
3642;VY624531;1;LP_T28;TE03_01;5;
3643;SR175276;1;LP_T28;TE03_01;2;
3644;AW495873;0;LP_T28;TE03_01;1;
3645;DA181897;0;LP_T28;TE03_01;4;
3646;AN652227;0;LP_T28;TE03_01;4;
3648;EC159212;1;LP_T28;TE03_01;5;
3649;BF819292;1;LP_T28;TE03_01;6;
3650;VC376826;0;LP_T28;TE03_01;4;
3651;RT652696;0;LP_T28;TE03_01;5;
3422;XY662821;0;LP_T27;TE03_01;5;
3423;SP553518;0;LP_T27;TE03_01;4;
3424;NB497633;1;LP_T27;TE03_01;6;
3425;QT273771;0;LP_T27;TE03_01;5;
3426;GZ249864;0;LP_T27;TE03_01;1;
3427;AA223798;1;LP_T27;TE03_01;6;
3428;SW218242;1;LP_T27;TE03_01;6;
3429;EL742586;1;LP_T27;TE03_01;5;
3431;AK891341;0;LP_T27;TE03_01;4;
3432;YC186467;1;LP_T27;TE03_01;2;
3433;PK111235;0;LP_T27;TE03_01;1;
3434;XK292543;1;LP_T27;TE03_01;4;
3435;BA355797;1;LP_T27;TE03_01;6;
3436;XY216464;0;LP_T27;TE03_01;5;
3437;LB318186;0;LP_T27;TE03_01;6;
3438;NV617537;0;LP_T27;TE03_01;3;
3439;XN198271;1;LP_T27;TE03_01;4;
3440;FL248294;0;LP_T27;TE03_01;5;
3441;ME862665;0;LP_T27;TE03_01;6;
3442;AZ588774;0;LP_T27;TE03_01;3;
3443;KZ379721;1;LP_T27;TE03_01;4;
3444;PK497634;1;LP_T27;TE03_01;5;
3445;VN755488;1;LP_T27;TE03_01;6;
3446;PY378998;1;LP_T27;TE03_01;6;
3447;AT424766;0;LP_T27;TE03_01;6;
3448;ME363698;1;LP_T27;TE03_01;3;
3449;UR157297;0;LP_T27;TE03_01;1;
3450;SM631877;0;LP_T27;TE03_01;3;
3451;YM644361;0;LP_T27;TE03_01;6;
3452;BS791494;0;LP_T27;TE03_01;5;
3453;BC191415;0;LP_T27;TE03_01;1;
3454;ET745775;0;LP_T27;TE03_01;4;
3455;RH615392;0;LP_T27;TE03_01;2;
3456;FK136917;1;LP_T27;TE03_01;5;
3457;NK367231;1;LP_T27;TE03_01;5;
3458;DC443849;0;LP_T27;TE03_01;4;
3459;DT637117;0;LP_T27;TE03_01;5;
3460;EC159212;1;LP_T27;TE03_01;3;
3462;YA272536;1;LP_T27;TE03_01;5;
3463;EP831244;0;LP_T27;TE03_01;4;
3464;MB259846;0;LP_T27;TE03_01;5;
3465;CZ836922;1;LP_T27;TE03_01;4;
3466;MD787544;1;LP_T27;TE03_01;5;
3467;GK718459;0;LP_T27;TE03_01;6;
3468;ZV438183;1;LP_T27;TE03_01;6;
3469;DM159531;0;LP_T27;TE03_01;5;
3470;AE814737;1;LP_T27;TE03_01;5;
3471;NM384333;0;LP_T27;TE03_01;3;
3472;SN429438;0;LP_T27;TE03_01;5;
3473;BX289155;0;LP_T27;TE03_01;4;
3474;YN129325;0;LP_T27;TE03_01;5;
3476;LH578194;1;LP_T27;TE03_01;5;
3477;FX545495;1;LP_T27;TE03_01;4;
3478;YE632525;1;LP_T27;TE03_01;3;
3479;BF819292;1;LP_T27;TE03_01;5;
3480;YL695788;1;LP_T27;TE03_01;6;
3481;FH839757;0;LP_T27;TE03_01;6;
3482;XA855886;1;LP_T27;TE03_01;4;
3483;XZ767591;1;LP_T27;TE03_01;4;
3484;LC333483;0;LP_T27;TE03_01;6;
3486;ZT573312;0;LP_T27;TE03_01;5;
3487;NV651396;1;LP_T27;TE03_01;4;
3488;XS659581;0;LP_T27;TE03_01;5;
3489;AT973973;1;LP_T27;TE03_01;5;
3490;GA326557;1;LP_T27;TE03_01;4;
3491;PZ846199;0;LP_T27;TE03_01;4;
3492;GD335178;1;LP_T27;TE03_01;6;
3493;GK826951;0;LP_T27;TE03_01;5;
3494;VY624531;1;LP_T27;TE03_01;5;
3495;LW441239;1;LP_T27;TE03_01;4;
3496;RW164757;0;LP_T27;TE03_01;5;
3497;NK144173;0;LP_T27;TE03_01;4;
3498;TP544386;1;LP_T27;TE03_01;5;
3499;VX588246;1;LP_T27;TE03_01;6;
3500;RT652696;0;LP_T27;TE03_01;5;
3502;PY946565;1;LP_T27;TE03_01;5;
3503;YW953985;1;LP_T27;TE03_01;5;
3504;XG496891;0;LP_T27;TE03_01;6;
3505;CF824211;1;LP_T27;TE03_01;4;
3506;FF171956;1;LP_T27;TE03_01;4;
3507;WG879246;1;LP_T27;TE03_01;5;
3508;ME637726;1;LP_T27;TE03_01;4;
3509;HQ159989;0;LP_T27;TE03_01;2;
3510;AN652227;0;LP_T27;TE03_01;4;
3511;PA298545;1;LP_T27;TE03_01;3;
3512;YR389785;1;LP_T27;TE03_01;3;
3513;PQ466859;0;LP_T27;TE03_01;5;
3514;AH561571;0;LP_T27;TE03_01;6;
3515;WC754144;1;LP_T27;TE03_01;6;
3516;WR312764;1;LP_T27;TE03_01;6;
3517;UX896743;0;LP_T27;TE03_01;6;
3518;AY454349;1;LP_T27;TE03_01;4;
3519;DZ883544;1;LP_T27;TE03_01;3;
3520;FE929218;0;LP_T27;TE03_01;3;
3521;DA181897;0;LP_T27;TE03_01;3;
3522;HS785464;0;LP_T27;TE03_01;4;
3523;AN458214;1;LP_T27;TE03_01;6;
3524;FL283383;1;LP_T27;TE03_01;4;
3525;XV917984;1;LP_T27;TE03_01;6;
3526;WN633269;1;LP_T27;TE03_01;2;
3527;PN821564;0;LP_T27;TE03_01;2;
3528;RA581334;1;LP_T27;TE03_01;3;
3529;QR394599;1;LP_T27;TE03_01;5;
3530;UY881832;0;LP_T27;TE03_01;6;
3531;VK722412;0;LP_T27;TE03_01;5;
3532;VC376826;0;LP_T27;TE03_01;4;
3533;AP844344;1;LP_T27;TE03_01;1;
3534;YF233344;0;LP_T27;TE03_01;5;
3300;KV214531;1;LP_T26;TE03_01;5;
3301;NB497633;1;LP_T26;TE03_01;6;
3302;XK292543;1;LP_T26;TE03_01;4;
3303;NV617537;0;LP_T26;TE03_01;4;
3304;SW218242;1;LP_T26;TE03_01;6;
3305;YL695788;1;LP_T26;TE03_01;6;
3306;EL742586;1;LP_T26;TE03_01;6;
3307;BC191415;0;LP_T26;TE03_01;5;
3308;GK718459;0;LP_T26;TE03_01;4;
3309;XY216464;0;LP_T26;TE03_01;5;
3310;MB259846;0;LP_T26;TE03_01;5;
3311;YC186467;1;LP_T26;TE03_01;5;
3312;XV615413;1;LP_T26;TE03_01;6;
3313;PK497634;1;LP_T26;TE03_01;4;
3314;ET745775;0;LP_T26;TE03_01;3;
3315;TC633551;1;LP_T26;TE03_01;4;
3316;BV722553;0;LP_T26;TE03_01;2;
3317;PK111235;0;LP_T26;TE03_01;3;
3318;HD353817;1;LP_T26;TE03_01;3;
3319;DA181897;0;LP_T26;TE03_01;4;
3320;BG864843;1;LP_T26;TE03_01;5;
3321;YN129325;0;LP_T26;TE03_01;6;
3322;MD787544;1;LP_T26;TE03_01;3;
3323;PW785611;0;LP_T26;TE03_01;4;
3324;LB318186;0;LP_T26;TE03_01;6;
3325;PY946565;1;LP_T26;TE03_01;6;
3326;AH561571;0;LP_T26;TE03_01;4;
3327;UR157297;0;LP_T26;TE03_01;3;
3328;VR815563;1;LP_T26;TE03_01;6;
3329;NK367231;1;LP_T26;TE03_01;5;
3330;HS785464;0;LP_T26;TE03_01;5;
3331;DC443849;0;LP_T26;TE03_01;4;
3332;FH839757;0;LP_T26;TE03_01;5;
3333;PQ466859;0;LP_T26;TE03_01;6;
3334;ME862665;0;LP_T26;TE03_01;5;
3335;RH615392;0;LP_T26;TE03_01;6;
3336;UL113513;0;LP_T26;TE03_01;3;
3337;DT637117;0;LP_T26;TE03_01;6;
3338;AT424766;0;LP_T26;TE03_01;6;
3339;VZ398246;1;LP_T26;TE03_01;4;
3340;GK826951;0;LP_T26;TE03_01;4;
3341;YE632525;1;LP_T26;TE03_01;6;
3342;LH578194;1;LP_T26;TE03_01;5;
3343;CZ836922;1;LP_T26;TE03_01;5;
3344;XS659581;0;LP_T26;TE03_01;5;
3345;FK136917;1;LP_T26;TE03_01;6;
3346;TP544386;1;LP_T26;TE03_01;5;
3347;DM159531;0;LP_T26;TE03_01;4;
3348;YM644361;0;LP_T26;TE03_01;6;
3349;CU525786;1;LP_T26;TE03_01;4;
3350;FL248294;0;LP_T26;TE03_01;5;
3351;FX545495;1;LP_T26;TE03_01;6;
3352;EP831244;0;LP_T26;TE03_01;5;
3353;RW164757;0;LP_T26;TE03_01;6;
3354;AA223798;1;LP_T26;TE03_01;6;
3355;AE814737;1;LP_T26;TE03_01;3;
3356;AY454349;1;LP_T26;TE03_01;5;
3357;GF886775;1;LP_T26;TE03_01;4;
3358;VN755488;1;LP_T26;TE03_01;6;
3359;WG879246;1;LP_T26;TE03_01;5;
3360;SE522452;0;LP_T26;TE03_01;6;
3361;PA298545;1;LP_T26;TE03_01;6;
3362;SM631877;0;LP_T26;TE03_01;3;
3363;BS791494;0;LP_T26;TE03_01;5;
3364;QR394599;1;LP_T26;TE03_01;6;
3365;XB482288;0;LP_T26;TE03_01;6;
3366;AW495873;0;LP_T26;TE03_01;3;
3367;UX896743;0;LP_T26;TE03_01;6;
3368;GZ249864;0;LP_T26;TE03_01;2;
3369;GD335178;1;LP_T26;TE03_01;6;
3370;SR175276;1;LP_T26;TE03_01;4;
3372;TB885956;1;LP_T26;TE03_01;5;
3373;SN429438;0;LP_T26;TE03_01;6;
3376;HA634253;1;LP_T26;TE03_01;6;
3377;XV917984;1;LP_T26;TE03_01;5;
3378;SP553518;0;LP_T26;TE03_01;5;
3379;KZ379721;1;LP_T26;TE03_01;4;
3381;FE929218;0;LP_T26;TE03_01;3;
3382;AN652227;0;LP_T26;TE03_01;3;
3383;XZ767591;1;LP_T26;TE03_01;3;
3384;DZ883544;1;LP_T26;TE03_01;5;
3385;LQ366462;1;LP_T26;TE03_01;6;
3386;ZV438183;1;LP_T26;TE03_01;4;
3387;BA355797;1;LP_T26;TE03_01;6;
3388;EC159212;1;LP_T26;TE03_01;5;
3389;ME637726;1;LP_T26;TE03_01;3;
3390;VY624531;1;LP_T26;TE03_01;5;
3391;RQ233693;0;LP_T26;TE03_01;6;
3392;VK722412;0;LP_T26;TE03_01;5;
3394;FL283383;1;LP_T26;TE03_01;3;
3395;PN821564;0;LP_T26;TE03_01;4;
3396;BF819292;1;LP_T26;TE03_01;6;
3397;RT652696;0;LP_T26;TE03_01;2;
3398;TN749971;1;LP_T26;TE03_01;6;
3399;AZ588774;0;LP_T26;TE03_01;3;
3400;NV651396;1;LP_T26;TE03_01;4;
3401;AK891341;0;LP_T26;TE03_01;4;
3402;HQ159989;0;LP_T26;TE03_01;2;
3403;BX289155;0;LP_T26;TE03_01;1;
3404;AP844344;1;LP_T26;TE03_01;2;
3405;PZ846199;0;LP_T26;TE03_01;5;
3406;ZT573312;0;LP_T26;TE03_01;6;
3407;XK242279;0;LP_T26;TE03_01;6;
3408;YW953985;1;LP_T26;TE03_01;5;
3409;LC333483;0;LP_T26;TE03_01;6;
3410;VX588246;1;LP_T26;TE03_01;6;
3411;ME363698;1;LP_T26;TE03_01;4;
3412;YR389785;1;LP_T26;TE03_01;3;
3413;GA326557;1;LP_T26;TE03_01;4;
3414;YC888437;0;LP_T26;TE03_01;6;
3415;XY662821;0;LP_T26;TE03_01;3;
3416;VB488197;0;LP_T26;TE03_01;5;
3417;PH647245;0;LP_T26;TE03_01;5;
3418;FF171956;1;LP_T26;TE03_01;6;
3419;WN633269;1;LP_T26;TE03_01;5;
3420;XA855886;1;LP_T26;TE03_01;6;
3421;DU868473;1;LP_T26;TE03_01;6;
3162;NK144173;0;LP_T25;TE03_01;3;
3163;NB497633;1;LP_T25;TE03_01;6;
3164;NV617537;0;LP_T25;TE03_01;3;
3165;SW218242;1;LP_T25;TE03_01;6;
3166;YM644361;0;LP_T25;TE03_01;6;
3167;XY216464;0;LP_T25;TE03_01;5;
3168;AK891341;0;LP_T25;TE03_01;4;
3169;PW785611;0;LP_T25;TE03_01;4;
3170;UR157297;0;LP_T25;TE03_01;2;
3171;FL248294;0;LP_T25;TE03_01;4;
3172;LH578194;1;LP_T25;TE03_01;5;
3173;XS659581;0;LP_T25;TE03_01;4;
3174;MB259846;0;LP_T25;TE03_01;5;
3175;LB318186;0;LP_T25;TE03_01;6;
3176;DT637117;0;LP_T25;TE03_01;6;
3177;BA355797;1;LP_T25;TE03_01;4;
3178;CZ836922;1;LP_T25;TE03_01;5;
3179;FY246884;0;LP_T25;TE03_01;6;
3180;FH839757;0;LP_T25;TE03_01;5;
3181;TG784124;1;LP_T25;TE03_01;4;
3182;EL742586;1;LP_T25;TE03_01;5;
3183;YN129325;0;LP_T25;TE03_01;4;
3184;AP844344;1;LP_T25;TE03_01;4;
3185;AE814737;1;LP_T25;TE03_01;4;
3186;RT652696;0;LP_T25;TE03_01;4;
3187;FK136917;1;LP_T25;TE03_01;6;
3188;ET745775;0;LP_T25;TE03_01;3;
3189;BG864843;1;LP_T25;TE03_01;5;
3190;SN429438;0;LP_T25;TE03_01;5;
3191;DC443849;0;LP_T25;TE03_01;5;
3192;BV722553;0;LP_T25;TE03_01;2;
3193;PY946565;1;LP_T25;TE03_01;6;
3194;RW164757;0;LP_T25;TE03_01;4;
3195;VR815563;1;LP_T25;TE03_01;6;
3196;BS791494;0;LP_T25;TE03_01;5;
3197;YW953985;1;LP_T25;TE03_01;6;
3198;PQ466859;0;LP_T25;TE03_01;6;
3199;EE558756;1;LP_T25;TE03_01;5;
3200;TB885956;1;LP_T25;TE03_01;5;
3201;QR394599;1;LP_T25;TE03_01;6;
3202;LW441239;1;LP_T25;TE03_01;6;
3203;XB482288;0;LP_T25;TE03_01;6;
3204;YE632525;1;LP_T25;TE03_01;6;
3205;VN755488;1;LP_T25;TE03_01;5;
3206;AZ588774;0;LP_T25;TE03_01;5;
3207;AH561571;0;LP_T25;TE03_01;3;
3208;UY881832;0;LP_T25;TE03_01;5;
3209;WR312764;1;LP_T25;TE03_01;3;
3210;BC191415;0;LP_T25;TE03_01;2;
3211;ME862665;0;LP_T25;TE03_01;4;
3212;MG848757;0;LP_T25;TE03_01;5;
3213;UL113513;0;LP_T25;TE03_01;5;
3214;EP831244;0;LP_T25;TE03_01;5;
3215;DA181897;0;LP_T25;TE03_01;2;
3216;YL695788;1;LP_T25;TE03_01;6;
3217;TP544386;1;LP_T25;TE03_01;5;
3218;XZ767591;1;LP_T25;TE03_01;3;
3219;RH615392;0;LP_T25;TE03_01;2;
3220;WC754144;1;LP_T25;TE03_01;6;
3221;XK292543;1;LP_T25;TE03_01;6;
3222;AT424766;0;LP_T25;TE03_01;5;
3223;XG496891;0;LP_T25;TE03_01;4;
3225;PK497634;1;LP_T25;TE03_01;3;
3227;NK367231;1;LP_T25;TE03_01;6;
3228;XN198271;1;LP_T25;TE03_01;4;
3229;RA581334;1;LP_T25;TE03_01;6;
3230;YR389785;1;LP_T25;TE03_01;2;
3231;ZV438183;1;LP_T25;TE03_01;4;
3232;FX545495;1;LP_T25;TE03_01;6;
3233;VX588246;1;LP_T25;TE03_01;6;
3234;XP544262;1;LP_T25;TE03_01;4;
3235;AN458214;1;LP_T25;TE03_01;6;
3236;SS198481;1;LP_T25;TE03_01;4;
3237;NM384333;0;LP_T25;TE03_01;5;
3238;AW495873;0;LP_T25;TE03_01;4;
3239;DM159531;0;LP_T25;TE03_01;6;
3241;PK111235;0;LP_T25;TE03_01;2;
3242;QT273771;0;LP_T25;TE03_01;3;
3243;TC633551;1;LP_T25;TE03_01;5;
3244;GA326557;1;LP_T25;TE03_01;4;
3245;SR175276;1;LP_T25;TE03_01;4;
3246;XV615413;1;LP_T25;TE03_01;6;
3248;RQ233693;0;LP_T25;TE03_01;5;
3249;PY378998;1;LP_T25;TE03_01;5;
3250;VZ398246;1;LP_T25;TE03_01;3;
3251;EK319924;1;LP_T25;TE03_01;6;
3252;KZ379721;1;LP_T25;TE03_01;3;
3253;CU525786;1;LP_T25;TE03_01;6;
3254;HS785464;0;LP_T25;TE03_01;5;
3255;HQ159989;0;LP_T25;TE03_01;5;
3256;YF233344;0;LP_T25;TE03_01;5;
3257;EC159212;1;LP_T25;TE03_01;5;
3258;BF819292;1;LP_T25;TE03_01;3;
3259;KZ623294;0;LP_T25;TE03_01;6;
3260;ZT573312;0;LP_T25;TE03_01;5;
3261;FE929218;0;LP_T25;TE03_01;4;
3262;GK826951;0;LP_T25;TE03_01;6;
3263;FL283383;1;LP_T25;TE03_01;5;
3264;XA855886;1;LP_T25;TE03_01;6;
3265;GD335178;1;LP_T25;TE03_01;5;
3266;PZ846199;0;LP_T25;TE03_01;6;
3267;LF961829;0;LP_T25;TE03_01;5;
3268;NV651396;1;LP_T25;TE03_01;4;
3269;WN633269;1;LP_T25;TE03_01;6;
3270;XV917984;1;LP_T25;TE03_01;5;
3271;HA634253;1;LP_T25;TE03_01;4;
3272;WG879246;1;LP_T25;TE03_01;4;
3273;HD353817;1;LP_T25;TE03_01;6;
3274;PA298545;1;LP_T25;TE03_01;2;
3275;KV214531;1;LP_T25;TE03_01;5;
3276;TC332594;1;LP_T25;TE03_01;4;
3277;AY454349;1;LP_T25;TE03_01;3;
3278;SM631877;0;LP_T25;TE03_01;5;
3279;CV988215;1;LP_T25;TE03_01;5;
3280;CF824211;1;LP_T25;TE03_01;4;
3281;LC333483;0;LP_T25;TE03_01;6;
3282;XY662821;0;LP_T25;TE03_01;3;
3283;VC376826;0;LP_T25;TE03_01;5;
3284;DZ883544;1;LP_T25;TE03_01;3;
3285;GZ249864;0;LP_T25;TE03_01;3;
3286;XK242279;0;LP_T25;TE03_01;6;
3287;PH647245;0;LP_T25;TE03_01;5;
3288;LP893358;0;LP_T25;TE03_01;5;
3289;VY624531;1;LP_T25;TE03_01;5;
3290;DU868473;1;LP_T25;TE03_01;4;
3291;FF171956;1;LP_T25;TE03_01;3;
3292;VB488197;0;LP_T25;TE03_01;5;
3293;PN821564;0;LP_T25;TE03_01;3;
3294;SP553518;0;LP_T25;TE03_01;3;
3295;GF886775;1;LP_T25;TE03_01;6;
3297;VK722412;0;LP_T25;TE03_01;4;
3299;ME363698;1;LP_T25;TE03_01;5;
3021;YC186467;1;LP_T24;TE03_01;6;
3022;KV214531;1;LP_T24;TE03_01;3;
3023;FY246884;0;LP_T24;TE03_01;4;
3024;KZ623294;0;LP_T24;TE03_01;3;
3025;NV617537;0;LP_T24;TE03_01;5;
3026;SW218242;1;LP_T24;TE03_01;6;
3027;GK718459;0;LP_T24;TE03_01;4;
3028;BC191415;0;LP_T24;TE03_01;3;
3029;XP544262;1;LP_T24;TE03_01;4;
3030;VB488197;0;LP_T24;TE03_01;5;
3032;EP831244;0;LP_T24;TE03_01;6;
3033;GZ249864;0;LP_T24;TE03_01;3;
3034;XY216464;0;LP_T24;TE03_01;5;
3035;NK367231;1;LP_T24;TE03_01;5;
3036;CU525786;1;LP_T24;TE03_01;5;
3037;EL742586;1;LP_T24;TE03_01;5;
3038;AE814737;1;LP_T24;TE03_01;6;
3039;BG864843;1;LP_T24;TE03_01;5;
3040;AK891341;0;LP_T24;TE03_01;5;
3041;ET745775;0;LP_T24;TE03_01;3;
3042;XN198271;1;LP_T24;TE03_01;5;
3043;PY946565;1;LP_T24;TE03_01;5;
3044;BV722553;0;LP_T24;TE03_01;1;
3045;ME862665;0;LP_T24;TE03_01;6;
3046;TC332594;1;LP_T24;TE03_01;6;
3047;YR389785;1;LP_T24;TE03_01;5;
3048;WR312764;1;LP_T24;TE03_01;3;
3049;CZ836922;1;LP_T24;TE03_01;5;
3050;UY881832;0;LP_T24;TE03_01;6;
3051;PK497634;1;LP_T24;TE03_01;6;
3052;AA223798;1;LP_T24;TE03_01;4;
3053;LB318186;0;LP_T24;TE03_01;6;
3054;YE632525;1;LP_T24;TE03_01;5;
3055;BA355797;1;LP_T24;TE03_01;3;
3056;VZ398246;1;LP_T24;TE03_01;4;
3057;BS791494;0;LP_T24;TE03_01;5;
3058;TP544386;1;LP_T24;TE03_01;4;
3059;AH561571;0;LP_T24;TE03_01;5;
3060;EE558756;1;LP_T24;TE03_01;4;
3061;XS659581;0;LP_T24;TE03_01;5;
3062;QT273771;0;LP_T24;TE03_01;4;
3063;RA581334;1;LP_T24;TE03_01;4;
3064;VR815563;1;LP_T24;TE03_01;6;
3065;AT424766;0;LP_T24;TE03_01;6;
3066;AP844344;1;LP_T24;TE03_01;5;
3067;HA634253;1;LP_T24;TE03_01;4;
3068;NB497633;1;LP_T24;TE03_01;6;
3069;FK136917;1;LP_T24;TE03_01;6;
3070;LW441239;1;LP_T24;TE03_01;6;
3071;YM644361;0;LP_T24;TE03_01;5;
3074;UL113513;0;LP_T24;TE03_01;6;
3075;UX896743;0;LP_T24;TE03_01;6;
3076;MD787544;1;LP_T24;TE03_01;6;
3077;MB259846;0;LP_T24;TE03_01;4;
3078;FX545495;1;LP_T24;TE03_01;6;
3079;XK292543;1;LP_T24;TE03_01;6;
3080;ZV438183;1;LP_T24;TE03_01;6;
3081;FE929218;0;LP_T24;TE03_01;4;
3082;AN652227;0;LP_T24;TE03_01;5;
3084;DM159531;0;LP_T24;TE03_01;5;
3085;PW785611;0;LP_T24;TE03_01;3;
3086;VX588246;1;LP_T24;TE03_01;3;
3087;TB885956;1;LP_T24;TE03_01;5;
3088;DC443849;0;LP_T24;TE03_01;5;
3089;SN429438;0;LP_T24;TE03_01;4;
3090;FL283383;1;LP_T24;TE03_01;6;
3091;XG496891;0;LP_T24;TE03_01;6;
3092;TC633551;1;LP_T24;TE03_01;5;
3093;XV615413;1;LP_T24;TE03_01;6;
3094;AN458214;1;LP_T24;TE03_01;6;
3095;GA326557;1;LP_T24;TE03_01;4;
