CASE;SERIAL;QUESTNNR;Wochen;Tage;STARTED;LZ02_01;LZ03_01;LZ04_01;ZE02_01;ZE03_01;PL01_01;PL02_01;SM02_01;SM02_02;SM02_03;SE01_03;TE_Bel_1;TE_Bel_2;TE_Bel_3;TE_Bel_4;TE_Bel_5;TE_Bel_6;TE03_01;TE04_01;TE05_01;TE06_01;TE07_01;TE08_01;TE09_01;TE10_01;TE11_01;TE12_01;TE13_01;TE14_01;TE15_01;TE16;TE17_01;TIME001;TIME002;TIME003;TIME004;TIME006;TIME007;TIME009;TIME010;TIME011;TIME012;TIME013;TIME014;TIME015;TIME016;TIME017;TIME018;TIME019;TIME_SUM;FINISHED;LASTPAGE;MAXPAGE;MISSING;MISSREL;TIME_RSI;DEG_TIME
4571;FK136917;TA;3;18;28.01.2021 11:57;Seminar, Forschungsmethoden;3;4;1h;1h;1;-;4;3;2;2;;;;;;;;;;;;;;;;;;;;;;3;23;2;22;2;26;2;7;4;;;;;;;;;91;0;11;11;0;0;01. Mrz;9
4572;LE844374;TA;3;18;28.01.2021 11:59;"Entwicklungspsychologie: lernen 
Forschungsmethoden: auf Probeklausur vorbereiten ";5;3;90mim;3-4h;5;"13-14 Entwicklungspsychologie 
15-16 Entwicklungspsychologie 

18:30 Forschungsmethoden 
";4;4;6;5;;;;;;;;;;;;;;;;;;;;;;2;4226;;152;;11;1;5;6;;3;;;;;;;211;0;13;13;0;0;0.86;9
4574;TP544386;TA;3;18;28.01.2021 12:03;Vorlesungen, Tutorium, Nacharbeiten;5;5;6h;3h;4;Vorlesungen (4h 30min), Tutorium (12-14 Uhr), Nacharbeiten (3h);4;5;2;5;4;5;1;2;1;2;5;4h 30min;3h;4;2;5;5;4;4;4;Alle studienrelevanten Ziele erreichen;4;4;1;4;4;93;2;93;7;14;2;4;14;34838;6;20;37;25;29;53;4;407;1;19;19;0;0;0.59;0
4576;PA298545;TA;3;18;28.01.2021 12:11;Das Aufholen von Lerninhalten;4;4;0 h;4 h;5;"2h - Forschungsmethoden
2h - Allgemeinpsychologie";4;4;6;4;3;3;1;1;1;1;3;1h;2h;3;3;2;3;2;3;2;Mir einen Überblick verschaffen;1;2;1;4;2;74;2;41;;8;3;3;4;32327;11;20;23;13;6;34;1;245;1;19;19;0;0;01. Feb;9
4577;FL283383;TA;3;18;28.01.2021 12:15;#NAME?;6;5;1h 30min;4h;5;"-12:00 Uhr Entwicklungspsychologie lernen 
-14:15 Uhr Stufu
-18:00 Uhr Forschungsmethoden ";5;4;3;5;5;3;1;1;1;1;5;1h 30min;3h;5;2;5;5;5;3;5;Motiviert die Woche abschließen.;3;3;1;4;2;39;1;84;;5;;2;1;14662;2;8;22;13;3;22;1;205;1;19;19;0;0;Jan 63;34
4578;CF824211;TA;3;18;28.01.2021 12:16;Vorlesungen, lernen;5;5;3;1;4;;3;3;5;5;3;4;2;3;2;3;4;2;0;3;4;3;3;3;3;4;etwas schaffen;3;3;1;4;3;12;1;11;2;5;1;2;1;19175;3;9;9;12;3;18;2;94;1;19;19;3;3;Jan 84;47
4579;KN387826;TA;3;18;28.01.2021 12:16;"Vorlesung Forschungsmethoden
Lernen Vertragsrecht ";6;4;1,5 h;1,5 h;5;"Vorlesung Forschungsmethoden 1,5h
15 Min Pause
Lernen Vertragsrecht 1,5h";4;4;4;6;4;3;5;1;3;1;4;1,5 h;1,0 h;4;3;3;4;4;4;-1;/;4;4;1;5;3;57;;510;;882;2;5;2;24389;8;21;29;840;7;34;2;248;1;19;19;0;0;0.69;2
4581;LQ366462;TA;3;18;28.01.2021 12:22;Forschungsmethoden und nen bissel KiLi;6;5;0h;3h bis 4h;4;siehe Ziele;4;5;6;5;4;1;1;3;1;3;5;0h;2,5h;-1;4;5;5;5;4;-1;KiLi und den Kurs von Fr. Johannes ;5;6;1;6;3;21;1;20;2;9;2;6;2;17850;2;14;17;16;71;65;2;189;1;19;19;0;0;Jan 15;13
4583;TC332594;TA;3;18;28.01.2021 12:23;Vorlesungen anschauen;6;4;0h;2h;4;14 Uhr - Vorlesungen anschauen;3;3;5;4;5;1;1;2;1;1;6;0h;4h;5;2;4;5;6;4;6;Weiter machen wie heute;4;5;1;6;3;17;;50;2;10;3;6;11;26451;2;12;18;26;11;33;2;206;1;19;19;0;0;0.95;5
4584;XA855886;TA;3;18;28.01.2021 12:26;Plan, Karteikarten ;6;5;0;4;6;25. Mai;4;6;3;6;;;;;;;;;;;;;;;;;;;;;;3;16;1;19;;7;1;4;2;;;;;;;;;53;0;11;11;0;0;Jan 66;33
4588;GD335178;TA;3;18;28.01.2021 12:46;#NAME?;6;6;1h 45min;3h 45min;6;"- Video anschauen
- Text schreiben
- Online- Vorlesung
- Vorlesung (+ Folien ausdrucken)";5;4;6;6;2;4;1;1;1;1;6;1h 00min;4h 30min;6;1;5;5;5;5;6;#NAME?;5;5;1;6;6;32;2;58;;7;;5;5;14936;4;10;28;18;12;27;3;217;1;19;19;0;0;0.87;3
4589;AT973973;TA;3;18;28.01.2021 13:00;Lernen ;6;5;2h;4h;5;/;4;3;5;6;2;1;1;1;2;1;5;1h;3h;-1;4;4;5;4;4;5;Lernen;6;5;1;6;3;8;1;14;;6;1;3;1;36657;3;10;13;24;4;19;2;112;1;19;19;0;0;Jan 72;42
4590;SR175276;TA;3;18;28.01.2021 13:05;"-3 Vorlesungen
-lernen";4;6;4h;2h;4;"11.15-12.45: FM Vorlesung
Pause
-15.15-16.45: Vorlesung allgm psy
17.00-18.00: lernen
18.15-19.45: Vorlesung FM
19.45-20.15: lernen";4;5;6;4;2;4;1;4;1;1;4;4h;1h;4;5;4;3;4;4;4;#NAME?;5;4;1;5;9;28;;137;2;8;1;4;11;34587;8;9;16;13;3;29;1;279;1;19;19;0;0;Jan 14;16
4593;XP544262;TA;3;18;28.01.2021 13:23;Stat, TL, Allem.;5;5;1h 30min;5h;5;"7:00 TL
8:00 Splaufen
9:00 Yoga
12:00 stat
14:00 raus
15:allgemein
16:00 work";4;5;4;4;4;3;2;2;2;1;4;1h 30min;3h 30min;4;2;6;6;4;6;4;langsam aber sicher;4;5;1;4;2;18;1;76;;8;1;5;3;30188;2;19;27;26;31;32;4;255;1;19;19;0;0;01. Jul;13
4596;ZR769966;TA;3;18;28.01.2021 13:32;"Vorlesungen schauen 
Zusammenfassung schreiben";4;4;0;5h;4;Erst Vorlesungen schauen;4;4;4;3;4;1;1;3;1;3;3;0;2h;3;4;4;3;3;3;3;;3;3;1;3;2;32;2;29;2;7;1;7;2;5238;9147;15;22;32;7;28;2;193;1;19;19;3;3;01. Jun;10
4597;KZ697134;TA;3;18;28.01.2021 13:35;;6;5;0;2;5;;1;1;6;6;1;1;1;1;1;1;-1;0;0;-1;6;1;1;1;1;-1;;1;1;2;6;13;12;20;26;;5;2;3;2;38295;3;8;8;12;10;16;2;124;1;19;19;9;9;Jan 38;25
4600;VU521743;TA;3;18;28.01.2021 13:41;Vorlesungen;6;4;3h;0min;6;Kein zeitplan;4;4;5;5;2;4;1;1;1;4;5;3h;0;-1;4;4;5;4;4;-1;;4;4;1;6;3;12;;19;;9;1;4;2;40057;10;22;14;17;3;57;7;180;1;19;19;3;3;01. Mrz;23
4601;VY624531;TA;3;18;28.01.2021 13:50;#NAME?;5;5;1h30min;2h;5;"- 1h30min Vorlesung (14:15 bis 15:45 Uhr)
- 2 Stunden Vorlesung nachholen";4;3;3;5;4;4;2;5;1;3;5;1h30min;2h;5;3;5;5;4;4;-1;Gute Zeiteinteilung;4;4;1;5;1;42;4;46;;18;2;3;2;11164;3;8;9;9;2;38;1;188;1;19;19;0;0;Jan 49;31
4604;TC633551;TA;3;18;28.01.2021 13:55;"Konzentriert arbeiten
Unterlagen zusammenfassen
Lernen";5;5;0h;5-6h;4;"VL Forschungsmethoden 2-3h
Zusammenfassen Grundlagen und Einführung EW 2h
Lernen und Zusammenfassen Allg. Psycholog. 2h";4;4;6;4;5;1;5;2;3;2;4;0h;3h;3;4;5;5;3;5;4;"Ausdauernd Arbeiten 
Intensiv lernen ";3;3;1;3;5;24;2;132;2;14;3;6;2;31188;4;48;23;30;35;52;2;384;1;19;19;0;0;0.75;2
4605;WN633269;TA;3;18;28.01.2021 14:02;asynchrone Vorlesungen Ew;5;4;0h;4h;4;/;4;4;3;4;5;1;1;4;1;3;4;0h;2h 30 min;-1;3;4;4;2;4;3;Asychnrone Vorlesungen;5;4;1;4;3;14;;21;1;8;2;4;6;30855;3;10;18;62;78;71;2;232;1;19;19;0;0;01. Sep;13
4606;XV917984;TA;3;18;28.01.2021 14:13;Vorlesungen, Übungen, Vorbereitung auf die Lerngruppe;4;5;0h;7h;2;-;2;2;4;3;3;1;1;3;5;1;2;0h;1h;-1;6;3;4;1;1;-1;Lerngruppe, Übungen, Vorlesungen;1;1;1;4;17;44;;24;2;9;1;7;4;34474;3;24;16;19;15;30;1;216;1;19;19;0;0;01. Mrz;11
4613;NB497633;TA;3;19;29.01.2021 06:22;#NAME?;6;5;0h;3h;6;"- 6:30-7:00Uhr Vorlesung Einführung in die Erziehungswissenschaft
-7:15-8:45Uhr Lernzettel Allgemeine Psychologie
-13:00-14:00Uhr Forschungsmethoden lernen";5;5;6;5;5;1;1;1;1;3;6;0h;4h;6;1;6;6;6;6;6;#NAME?;6;6;1;6;1;28;2;138;;5;;4;6;55799;2;14;21;22;22;39;1;305;1;19;19;0;0;Jan 14;15
4614;XN198271;TA;3;19;29.01.2021 07:00;Lernen;5;5;0h;3h;3;Psychologie lernen;4;3;4;4;;;;;;;;;;;;;;;;;;;;;;13;20;4;23;2;9;2;4;3;;;;;;;;;80;0;11;11;0;0;01. Apr;10
4618;SW218242;TA;3;19;29.01.2021 07:40;Am Seminar- Probeklausur teilnehmen und dann für Klausuren lernen;5;4;2h;3h;2;Genug Pausen und viel trinken;3;3;4;5;3;3;1;1;5;1;4;2h;1h;4;5;2;2;4;3;-1;Für Klausuren lernen ;2;2;1;2;2;72;;31;2;8;2;9;2;36797;2;18;24;21;7;34;1;235;1;19;19;0;0;01. Sep;10
4620;XV615413;TA;3;19;29.01.2021 07:48;Probeklausur schreiben, Vorlesungen schauen, lernen;6;5;0h;6h;4;;5;5;1;6;6;1;1;1;1;1;6;0h;8h;6;1;6;6;6;3;6;;1;1;1;1;3;21;2;29;4;6;;5;3;39122;2;13;406;11722;4;2395;2;164;1;19;19;6;6;0.95;10
4621;CF824211;TA;3;19;29.01.2021 07:48;Probeklausur Vertragsrecht, Vorlesungen Vertragsrecht und Forschungsmethoden, Forschungsmethoden Lernplan weiter bzw fertig ;5;4;3;1;4;konzentriert bleibend wir schaffen, was man sich vor genommen hat ;3;3;5;4;5;5;1;3;1;1;5;3;1;5;2;4;4;4;4;5;;4;4;1;5;2;38;;26;2;4;1;2;2;30775;2;10;12;13;7;12;2;135;1;19;19;3;3;Jan 56;29
4624;KN387826;TA;3;19;29.01.2021 08:01;"Probeklausur Vertragsrecht
Vorlesung Statistik
Vorlesung Management
Lernen Management ";6;5;5h;3h;6;"Probeklausur Vertragsrecht 1,5 h
Vorlesung Statistik 1,5 h
Vorlesung Management 2h
Lernen Management 3h";5;5;4;6;4;4;1;1;1;1;6;5h;3h;6;3;5;6;6;5;-1;/;5;4;1;6;3;59;2;89;;13;;7;3;37906;7;14;43;16;3;51;2;312;1;19;19;0;0;0.88;5
4625;AA223798;TA;3;19;29.01.2021 08:08;"Vorlesung Forschungsmethoden konzentriert anschauen.
Vorlesung Einführung in EW anschauen 
Seminar Grundbegriffe erst Testklausur und dann Text
Lernen für Grundbegriffe ";5;5;3h 30 min;2h;5;"08:00 Uhr-09:00 Uhr Forschungsmethoden 
Lernen 
10:15 Uhr-11:00 Uhr Vorlesung Einführung in EW
Pause
12:00-13:45 Uhr Seminar
Lernen";5;5;2;5;4;4;1;1;1;1;5;2h 30 min;1h;5;3;4;4;4;4;4;Uni freier Tag;3;3;1;4;2;84;1;166;;9;;3;3;45056;2;9;18;33;4;47;2;383;1;19;19;0;0;01. Nov;13
4629;AE814737;TA;3;19;29.01.2021 08:16;"- ich habe gestern Abend aus Versehen vergessen, den zweiten Teil des Planers auszufüllen. Tut mir sehr leid ! 

Ziele: 
- Statistik Übung & Zusammenfassung 
- LitWi Klausurfragen ";5;6;0h ;5h ;6;"10-14: Statistik 
16-17: Statistik 
17:30-19: LitWi Klausurfragen ";6;4;6;5;5;1;1;1;1;1;6;0h ;5,5 h ;6;3;4;6;5;2;-1;"So wie heute ;) ";6;2;1;2;4;58;2;46;;7;;8;3;32757;2;8;15;15;6;34;1;209;1;19;19;0;0;Jan 13;11
4630;BA355797;TA;3;19;29.01.2021 08:16;Bewussten freien Tag;6;1;0h;0h;1;Keinen ;-9;-9;-9;-9;1;1;1;3;1;3;-9;;;-9;-9;-9;-9;-9;-9;-9;;-9;-9;2;-9;11;32;6;20;2;11;3;13;2;50883;4;17;18;8;5;9;9;170;0;18;19;56;56;01. Dez;20
4633;AM174165;TA;3;19;29.01.2021 08:26;#NAME?;5;5;1h;3h;4;#NAME?;5;3;3;5;4;4;1;1;1;1;5;1h;4h;5;2;4;5;5;4;5;#NAME?;4;4;1;3;5;38;1;29;1;8;;3;3;41346;2;9;36;28;5;69;2;239;1;19;19;0;0;Jan 17;15
4634;KV214531;TA;3;19;29.01.2021 08:30;"1. Seminar vorbereiten 
2. ErWi zusammenfassen 
3. GB: 2 Texte zusammen fassen 
4. FoMeth anschauen 
6. E-Psycho/ FoMeth lernen ";5;6;02:00;05. Jun;5;"-> 10: ErWi: zusammenfassen 
-> 11: E-Psycho: lernen 
->12: Seminar vorbereiten und Video anschauen 
-> 14:00: Seminar
15:30- 17:00: GB: zusammenfassen 
- FoMeth Vorlesung anschauen 
";6;5;1;5;6;4;1;2;1;1;6;02:15;6;6;1;6;6;6;5;6;Produktiv sein ;5;5;1;1;3;95;3;165;;9;;6;24;41764;2;14;50;23;8;63;2;446;1;19;19;0;0;0.72;2
4637;AP844344;TA;3;19;29.01.2021 08:42;Vorlesung wenn möglich;3;4;2h;30 min;3;"Wenn möglich von 14-16 Uhr Vorlesung
";3;5;3;3;2;3;1;3;6;3;6;2h;0h;6;1;4;4;6;4;6;Uni  Wenn möglich ;3;4;1;6;3;15;2;26;2;8;1;10;2;36937;4;14;12;28;7;36;2;172;1;19;19;0;0;Jan 17;13
4642;PY946565;TA;3;19;29.01.2021 08:55;"Vorlesung
Lerngruppe
Vorlesung
Skripte";5;6;0;4h;3;"Vorlesung
Lerngruppe
Vorlesung
Skripte";5;5;3;5;2;1;1;1;1;1;5;0;4h20min;4;5;4;4;5;6;-1;-;4;5;1;4;4;34;8;19;2;12;;6;9;38703;3;9;20;24;8;16;2;176;1;19;19;0;0;01. Mrz;11
4643;ZV438183;TA;3;19;29.01.2021 08:57;Text lesen Frau Johannes, Statistik, Seminar Frau Johannes;5;5;2 h;4;4;Text lesen, Seminar, Statistik, Training;4;4;4;5;4;4;1;1;1;1;6;2;4;6;1;5;5;6;4;6;...;1;1;1;1;7;42;1;177;1;8;3;6;2;39807;67;12;13;18;13;21;2;329;1;19;19;0;0;1;11
4645;EL742586;TA;3;19;29.01.2021 09:02;"Forschungsmethoden Vorlesung
Entw.psy. Vorlesung
Entw.psy lernen
LitWi Karteikarten
";4;6;0;6h;4;"Forschungsmethoden Vorlesung (1h 30min),
Entw.psy. Vorlesung (2h)
----Pause-----
Entw.psy lernen (1h 30),
LitWi Karteikarten (1h-2h)
";4;4;5;4;4;1;1;4;4;1;5;0;4h;4;4;3;4;4;1;-1;;1;1;1;1;304;69;;90;3;11;3;6;5;37663;3;25;30;33;45;39;2;367;1;19;19;3;3;0.61;0
4646;DZ883544;TA;3;19;29.01.2021 09:05;#NAME?;5;4;30 minuten ;4h;4;#NAME?;4;2;4;4;5;5;1;1;1;1;5;1h;6h;5;1;4;4;4;1;3;Auch mal eine Auszeit sich gönnen!;1;1;1;1;2;121;;406;2;8;2;3;1;27194;2;6;14;14;5;23;2;256;1;19;19;0;0;01. Mrz;20
4648;YE632525;TA;3;19;29.01.2021 09:08;Probeklausur Vertragsrecht, Vorlesung, Lernen;5;5;2h;7h;5;Probeklausur, Vorlesung, Übungsgruppe juristisches schreiben, lernen, Mathe Vorlesung;4;4;5;4;5;4;5;3;1;1;5;2h;8h;5;1;4;4;5;2;5;Forschungsmethoden lernen;4;3;1;3;3;116;1;82;;7;1;7;7;47695;5;14;15;25;45;58;3;389;1;19;19;0;0;0.87;8
4649;VN755488;TA;3;19;29.01.2021 09:08;Choreografie für Gerätturnen erstellen, lernen;5;5;0min;3h;4;"10 Uhr: lernen
13 Uhr: Choreografie zusammenstellen
18 Uhr: lernen";3;4;5;4;4;1;1;2;2;2;5;0min;2h;4;2;4;5;4;2;4;Konzentriert lernen;4;4;1;5;3;43;5;52;1;13;4;14;4;39103;2;15;20;16;8;23;2;225;1;19;19;0;0;0.94;7
4650;WR312764;TA;3;19;29.01.2021 09:08;Methoden zügig durcharbeiten, Kognitionstext lesen, Anfang Stoff wiederholen .;6;5;0h;4h;5;"Morgens Methodenvorlesung.
Im Zug Text Kognition lesen, Wiederholung anfangen.
Abend frei!";5;5;6;6;4;1;1;4;1;4;6;0h;4h;6;2;6;6;6;6;6;Allgemeinpsychologie Stichpunkte zum Wiederholen fertigmachen. Erste Runde abfragen lassen. Evtl schon mit Methoden anfangen.;5;6;1;4;2;53;2;100;;13;;4;9;38931;3;16;23;24;64;125;3;441;1;19;19;0;0;0.72;2
4651;TC332594;TA;3;19;29.01.2021 09:15;#NAME?;6;5;0h;4h;4;"12 Uhr - Vorlesungen und Notizen
14 Uhr - Ockl-Text";4;4;4;5;6;1;1;2;1;1;6;0h;6h;5;1;6;6;6;4;6;Lernzettel für Betsch schreiben;5;6;1;6;2;25;1;38;1;7;1;4;2;34164;5;8;14;14;4;27;1;154;1;19;19;0;0;Jan 48;25
4653;VR815563;TA;3;19;29.01.2021 09:17;Lernen;5;5;1h 30min;6h;5;"Vertragsrecht-Probeklausur
Vertragsrecht Vorlesung
Forschungsmethoden lernen
Allgemeine wiederholen
Management wiederholen+ weiteres Kapitel";5;4;5;5;6;1;1;1;2;1;6;1h 30min;7h;6;2;5;5;5;5;-1;;5;5;1;5;2;16;3;73;;7;;3;2;34341;2;8;26;10;3;12;1;168;1;19;19;3;3;Jan 55;31
4654;TG784124;TA;3;19;29.01.2021 09:17;Zwei Vorlesungen bewältigen, die letzten drei Schwerpunkte vom Seminar Grundbegriffe der Erziehungswissenschaft lernen, Glossarbegriffe lernen;4;6;4h 30 min;6 h;4;"2 Stunden jeweils für jede Vorlesung, 30 Minuten Nachbereitungszeit, 
selbststudium: 4 Stunden für Grundbegriffe der Erziehungswissenschaft, 2 Stunden für Glossarbegriffe ";4;5;6;4;6;4;1;1;3;3;5;4h;7;3;1;6;4;5;4;-1;;4;4;1;4;3;64;;138;2;6;1;3;4;28462;2;17;63;16;4;13;2;338;1;19;19;3;3;Jan 16;15
4656;EE558756;TA;3;19;29.01.2021 09:19;Lernen ;5;5;0h;2h;2;-;4;4;4;5;3;1;1;1;1;1;5;0h;1h;-1;4;4;3;3;3;-1;-;4;4;1;5;4;9;1;19;2;28;5;3;3;37961;5;11;12;8;3;17;3;133;1;19;19;0;0;Jan 45;31
4658;WG879246;TA;3;19;29.01.2021 09:24;lernen, VL angucken;4;4;3h 30 min;2h;3;"VL EW Forschungsmethoden,
VL Allgemeinpsychologie,
VL Forschungsmethoden,
VL Einführung EW";4;4;4;4;2;5;1;4;1;1;3;3h;30min;3;4;3;4;3;4;4;lernen;4;3;1;4;2;15;3;77;6;6;2;3;2;57583;1;20;58;31;14;24;2;266;1;19;19;0;0;01. Dez;16
4660;FK136917;TA;3;19;29.01.2021 09:28;Entwicklungspsychologie;4;3;0;1h;1;...;2;2;2;3;3;1;1;4;1;6;1;0;30min;-1;5;4;1;3;3;-1;...;1;1;1;3;4;33;2;15;1;10;1;5;3;49248;2;13;17;27;8;28;1;170;1;19;19;0;0;Jan 29;19
4661;XP544262;TA;3;19;29.01.2021 09:30;"VL Forschungsmethoden und lernen 
";5;3;0h ;4h;2;"9:00 work
11:00 Frühstück
13:00 VL
15:00 raaauus";5;6;3;5;5;1;4;2;3;1;6;0h;3h 30min;6;2;6;6;5;5;6;weiter so;4;5;1;4;2;126;;62;2;8;;10;2;36361;3;15;15;17;7;22;5831;293;1;19;19;0;0;0.94;6
4662;PK497634;TA;3;19;29.01.2021 09:34;Vorlesung 9 lernen, alles wiederholen und festigen, Allgemeine Psychologie durchlesen und kürzen;5;5;0h;4h;5;"10 Uhr bis 11 Uhr: Vorlesung 9 lernen, 11.30 Uhr bis 12.30 Uhr wiederholen, 13 Uhr bis 14 Uhr Pause, 14.30 Uhr bis 16 Uhr alles wiederholen, 18 Uhr Allgemeine Psychologie anschauen
";5;4;6;5;1;6;1;3;1;2;6;0h;5h;5;2;5;5;5;5;6;Allgemeine Psychologie lernen ;5;5;1;5;3;34;2;94;;6;;3;2;33588;3;8;16;25;3;15;2;216;1;19;19;0;0;Jan 27;16
4663;KZ379721;TA;3;19;29.01.2021 09:35;Lüders Vorlesungen schaffen;4;3;2h;5h;3;"ab 12 - 14 Uhr Seminar
Pause
16 Uhr Lernzettel Lüders";3;3;6;4;4;3;1;3;1;1;1;2h;2h;1;4;2;2;2;3;4;Lüders Lernzettel;3;3;1;4;4;25;1;50;2;5;1;2;2;35248;2;14;14;47;3;15;2;189;1;19;19;0;0;Jan 43;24
4670;CZ836922;TA;3;19;29.01.2021 09:50;#NAME?;5;5;1h30min;6h;5;"-bis 14 uhr: vorlesungen
-dann seminar
-abends lernen";5;5;5;5;6;5;2;2;6;2;5;1h30min;6h;5;2;5;4;5;5;5;#NAME?;5;5;1;5;5;345;1;45;;6;;9;2;36037;2;11;53;12;8;25;1;211;1;19;19;0;0;Jan 14;17
4674;FX545495;TA;3;19;29.01.2021 09:56;mein Seminar beende. Wiederholung Forschungsmethoden Video ggf. Wiederholung;5;4;2h;2h;6;heute morgen Seminar u Reflexion danach Forschungsmethoden;3;3;6;5;3;6;1;3;1;4;5;2h;1h30;5;2;6;6;5;5;5;morgen etwas wiederholen;3;4;1;6;2;34;;45;;7;2;5;4;34074;2;24;19;19;8;20;2;193;1;19;19;0;0;01. Jun;7
4675;HD353817;TA;3;19;29.01.2021 09:58;"Seminar Entwicklungspsychologie
Aufgabe Sonderpädagogik";5;5;2;04. Mai;5;"10 Uhr Seminar 
pause
danach Sonderpädagogik Aufgabe";4;4;3;6;5;5;1;1;1;4;5;2;4;4;1;5;4;4;4;4;Nichts;4;4;1;6;2;42;2;41;;12;2;3;2;23423;4;9;11;15;14;14;1;174;1;19;19;0;0;Jan 27;18
4676;GD335178;TA;3;19;29.01.2021 09:59;#NAME?;6;6;2h 00min;3h 00min;6;#NAME?;5;4;5;6;3;3;1;1;1;1;6;2h 00min;2h 30min;6;1;5;5;6;5;6;#NAME?;5;5;1;6;4;21;2;47;;7;;3;3;25142;4;10;23;16;23;27;3;193;1;19;19;0;0;01. Jan;7
4677;RA581334;TA;3;19;29.01.2021 10:00;#NAME?;4;6;1h 30 min ;4h ;3;"10.15-11.45 Vorlesung 
12.15-13.45 Seminar 

nachmittags/ abends lernen ";3;3;4;3;5;4;2;5;6;6;3;1h 30min;2h 30min ;3;6;3;3;2;2;2;EW lernen ;2;2;1;4;6;20;;44;2;8;2;5;2;37636;6;13;23;19;12;17;1;180;1;19;19;0;0;01. Sep;11
4679;MD787544;TA;3;19;29.01.2021 10:05;Lernen;6;6;2h;4h;5;"11-12 Text Seminar
12-14 Seminar
15-17 lernen
17:30-18:30 Entwicklungspsy ";4;4;5;5;5;3;1;2;1;1;6;2h;5h;4;2;6;6;5;5;6;Lernen ;5;6;1;5;6;14;3;89;;9;5;9;4;39401;3;13;13;16;5;20;2;211;1;19;19;0;0;01. Jan;10
4680;LW441239;TA;3;19;29.01.2021 10:05;Forschungsmethoden VL und Zusammenfassung machen;6;6;4h30;2h;4;"8.15-9.45 Latein I
10.15-11.45 christliche Theologie
12.15-14.00 Seminar EP
Pause
17.00 FM VL+Zusammenfassung";3;2;4;6;1;6;1;1;1;1;6;4h30;1h;6;1;6;6;6;1;-1;Zusammenfassung LW anfangen;2;2;1;3;16;83;2;193;2;21;2;5;2;45705;4;14;34;25;5;42;3;453;1;19;19;0;0;0.77;3
4681;AN458214;TA;3;19;29.01.2021 10:07;Lernen und Vorlesungen anschauen ;6;5;0h;4h;4;-;4;4;5;4;6;1;1;3;1;1;3;0h;3h;-1;5;4;3;2;4;-1;Lernen ;1;1;1;3;3;24;2;16;3;7;2;3;1;45001;2;5;11;11;3;17;4;114;1;19;19;0;0;Jan 62;34
4683;NK367231;TA;3;19;29.01.2021 10:11;Eine Vorlesung schauen ;6;4;0h;1h30min;1;einfach vor der Arbeit ;5;5;5;5;;;;;;;;;;;;;;;;;;;;;;3;14;;24;4;3;;3;3;;;;;;;;;54;0;11;11;0;0;Jan 55;31
4684;FL283383;TA;3;19;29.01.2021 10:13;#NAME?;6;5;1h 30min;2h;4;"-10:15 Uhr Seminar Spezielle Entwicklungspsychologie
-13:00 Uhr Entwicklungspsychologie lernen";4;3;3;5;4;2;1;1;1;4;5;1h;1h;5;3;5;4;5;2;4;Auch mal entspannen;3;3;1;4;9;38;5;56;5;14;3;5;3;26036;2;12;17;32;3;26;1;231;1;19;19;0;0;0.99;10
4685;BG864843;TA;3;19;29.01.2021 10:17;#NAME?;5;5;1h;4h;5;#NAME?;2;2;6;3;5;3;1;1;1;1;5;2h;4h;5;3;4;3;4;2;5;#NAME?;4;3;1;2;3;62;5;72;;8;1;30;2;27514;2;13;17;24;3;43;2;261;1;19;19;0;0;01. Mai;12
4686;YL695788;TA;3;19;29.01.2021 10:19;#NAME?;6;4;0h 0 min;4 h 0min;6;"- die letzte Vorlesung in Forschungsmethoden bearbeiten, um auch das abschließen zu können und alle Materialien für die Prüfungen zusammen zu haben 
- weiteres Lernen in den genannten Fächer, um weiterhin alles zu wiederholen und gut vorbereitet zu sein";6;6;1;6;5;1;1;1;1;1;6;0h 0min;4h 0min;6;1;5;5;5;6;6;#NAME?;6;6;1;6;3;54;;110;;7;;3;3;26499;3;18;17;12;6;92;3;331;1;19;19;0;0;0.93;5
4687;LH578194;TA;3;19;29.01.2021 10:19;Selbststudium,Präsenzstudium, Klausur-Vorbereitung ;5;5;2h;2h;5;Selbststudium, Präsenzstudium, Klausur-Vorbereitung ;5;4;2;5;2;2;1;1;1;1;5;2h;2h;5;1;4;5;5;5;5;Klausur-Vorbereitung ;5;5;1;5;5;60;2;25;;6;;4;2;49853;10;8;12;18;11;20;2;185;1;19;19;0;0;Jan 13;14
4690;WC754144;TA;3;19;29.01.2021 10:21;"1. Forschungsmethodik Vorlesung
2. Lernkarten
3. Buch lesen
4. Workout";4;6;3h 30 min;3h 00 min;6;10.40 - 13.00 Forschungsmethoden //  - - - M I T T A G - - - // 14.30 - 16.00 Forschungsmethoden // 16.15 - 18.00 Lernkarten // 18.15 - 18.45 Buch lesen // 20.00 Workout ;4;5;1;6;3;3;1;4;1;1;6;2h 30 min;1h 00 min;5;2;5;5;5;3;5;Konzentriert mit Pausenzeiten arbeiten;4;4;1;4;7;108;;490;;57;3;8;3;43338;8;22;106;52;4;65;2;447;1;19;19;0;0;0.57;3
4692;HA634253;TA;3;19;29.01.2021 10:24;"Seminar 
Lernen";4;4;2h;2h;4;"10-12 Seminar
14-16 Uhr lernen";2;4;5;4;;;;;;;;;;;;;;;;;;;;;;2;15;1;26;1;7;1;1;3;;;;;;;;;57;0;11;11;0;0;Jan 85;48
